LID,AUTOTYPLabel,Exponence,Roles,HostCat,Slot,Position.binned5,Behavior.binned4
2707,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,V,NA,post,NA
865,NOM,Role,NA,N,NA,post,NA
865,ACC,Role,NA,N,NA,post,NA
865,S/A-AGR,Gender;Number;Person;Role,Atr;S,V,NA,post,NA
1302,NOM,Gender;Number;Role,S;Aditr;Atr,N,NA,post,NA
1302,ACC,Gender;Number;Role,P;T,N,NA,post,NA
1302,S/A-AGR,Gender;Number;Role,Aditr;S;Atr,V,NA,post,NA
1302,DAT,Gender;Number;Role,G,N,NA,post,NA
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA
2869,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA
2869,S/A-AGR,Number;Person;Role,S;Atr,V,2,post,NA
2869,S/A-AGR,Number;Person;Role,S;Atr,V,2,post,NA
2869,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA
2869,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA
2869,S/A-AGR,Number;Person;Role,S;Atr,V,2,post,NA
2869,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA
3015,NOM,Role,Aditr;Atr;S,N,NA,post,NA
3015,ACC,Gender;Role,T;P,N,NA,post,NA
3015,S/A-AGR,Gender;Number;Person;Role,Atr;S;Aditr,V,NA,prae,NA
2063,DAT,Role,G,N,NA,post,NA
3015,ABS,Role,S;P;T;Aditr;Atr,,NA,NA,NA
3015,DAT,Role,G,N,NA,post,NA
2063,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,NA,post,NA
2063,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,1,post,NA
2063,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,1,post,NA
2063,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,1,post,NA
2063,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,1,post,NA
2063,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,1,post,NA
2063,NOM,Role,P;T;Aditr;Atr;S,,NA,NA,NA
583,NOM,Role,Atr;Aditr;S;P;T,,NA,NA,NA
583,ACC,Role,P;T,N,NA,prae,NA
583,DAT,Role,G,N,NA,prae,NA
3062,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,4,post,NA
3062,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,4,post,NA
3062,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,4,post,NA
3062,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,4,post,NA
3062,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,4,post,NA
3062,O-AGR,Number;Person;Role,NA,V,1,post,NA
3062,O-AGR,Number;Person;Role,NA,V,-1,post,NA
3062,O-AGR,Number;Person;Role,NA,V,-1,post,NA
3062,O-AGR,Number;Person;Role,NA,V,-1,post,NA
3063,S/A-AGR,Number;Person;Role;TAM,S;Aditr;Atr,,NA,post,NA
2772,NOM,Role,Atr;P;S,,NA,NA,NA
2772,S/A-AGR,Number;Person;Role,Atr;S,V,NA,split,NA
2772,S/A-AGR,Person;Role,S;Atr,V,-1,prae,NA
2772,S/A-AGR,Person;Role,S;Atr,V,-1,prae,NA
2772,S/A-AGR,Number;Role,S;Atr,V,1,post,NA
2772,S/A-AGR,Number;Role,Atr;S,V,1,post,NA
583,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,1,post,NA
583,S/A-AGR,Gender;Number;Person;Role,S;Aditr;Atr,V,1,post,NA
583,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,1,post,NA
583,S/A-AGR,Gender;Number;Person;Role,Atr;Aditr;S,V,1,post,NA
1523,S/A-AGR,Gender;Number;Person;Role,S;Atr;Aditr,V,NA,prae,NA
1523,DAT,Role,NA,N,NA,post,NA
1523,NOM,Role,P;S;Atr,,NA,NA,NA
2290,AGR,Gender;Number;Person;Role,P;Atr;S,V,NA,prae,NA
2072,S/A-AGR,Number;Role;Voice,S;Atr,V,NA,prae,NA
2580,AGR,Number;Person;Role,S;P;Atr,V,NA,NA,NA
2848,AGR,Number;Person;Role,Atr;P;S,V,NA,NA,NA
1691,NOM,Role,S;Atr;P,,NA,NA,NA
1691,ACC/DAT,Role,P,N,NA,post,NA
1691,ACC,Number;Person;Role,NA,Pro,NA,prae,NA
1691,AGR,Number;Person;Role,Atr;S;P,V,NA,prae,NA
1691,S/A-AGR,Number;Person;Role,NA,V,0,in,NA
1691,S/A-AGR,Number;Person;Role,NA,V,-1,prae,NA
1691,S/A-AGR,Number;Person;Role,NA,V,-1,prae,NA
1691,S/A-AGR,Number;Person;Role,NA,V,-1,prae,NA
1691,S/A-AGR,Number;Person;Role,NA,V,-1,prae,NA
1691,S/A-AGR,Number;Person;Role,NA,V,-1,prae,NA
1691,S/A-AGR,Number;Person;Role,NA,V,1,post,NA
1691,S/A-AGR,Number;Person;Role,NA,V,1,post,NA
915,NOM,Role,Atr;P;S,,NA,NA,NA
915,S/A-AGR,Number;Person;Role,S;Atr,V,NA,post,NA
2063,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,1,post,NA
1010,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,NA,post,NA
1010,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,2,post,NA
1010,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,2,post,NA
1010,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,2,post,NA
2255,S/A-AGR,Number;Person;Role,Atr;S,V,NA,post,NA
2028,AGR,Gender;Number;Person;Role,Atr;P;T;Aditr;G;S,V,NA,post,NA
2028,AGR,Gender;Number;Person;Role,G;P;S;T,V,1,post,NA
2028,AGR,Gender;Number;Person;Role,T;G;P;S,V,1,post,NA
2028,AGR,Gender;Number;Person;Role,G;P;S;T,V,1,post,NA
2028,AGR,Gender;Number;Person;Role,P;G;T;S,V,1,post,NA
2028,AGR,Gender;Number;Person;Role,T;S;P;G,V,1,post,NA
2028,AGR,Gender;Number;Person;Role,S;P;G;T,V,1,post,NA
2028,AGR,Gender;Number;Person;Role,S;T;P;G,V,1,post,NA
2028,AGR,Gender;Number;Person;Role,T;S;P;G,V,1,post,NA
2028,AGR,Gender;Number;Person;Role,T;S;G;P,V,1,post,NA
2580,S/A-AGR,Number;Person;Role,S;Atr,V,NA,NA,NA
2580,O-AGR,Number;Person;Role,P,V,NA,NA,NA
369,S/A-AGR,Gender;Number;Person;Role,Atr;Aditr;S,V,NA,prae,NA
1518,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,NA,post,NA
1518,O-AGR,Number;Person;Role,P;G,V,NA,post,NA
2848,S/A-AGR,Number;Person;Role,NA,V,NA,prae,NA
2848,O-AGR,Number;Person;Role,NA,V,NA,prae,NA
851,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,NA,NA,NA
851,O-AGR,Number;Person;Role,P;G,V,NA,NA,NA
1964,<none>,Role,Aditr;Atr;T;S;P,,NA,NA,NA
688,NOM,Role,S;P;G;T;Atr;Aditr,,NA,NA,NA
688,O-AGR,Role,NA,V,NA,prae,NA
688,S/A-AGR,Role,Aditr;Atr;S,V,-2,prae,NA
688,S/A-AGR,Role,Aditr;S;Atr,V,-2,prae,NA
688,S/A-AGR,Role,Atr;S;Aditr,V,-2,prae,NA
688,S/A-AGR,Role,Aditr;Atr;S,V,-2,prae,NA
536,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,NA,prae,NA
536,O-AGR,Number;Person;Role,P;G,V,NA,prae,NA
688,S/A-AGR,Role,Atr;Aditr;S,V,-2,prae,NA
2667,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,NA,post,NA
437,S/A-AGR,Number;Person;Role,Atr;S,V,NA,post,NA
437,ABS,Role,P;S,,NA,NA,NA
437,ERG,Role,Atr,N,NA,post,NA
3053,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,NA,split,NA
3053,O-AGR,Number;Person;Role,P;G,V,NA,split,NA
1416,NOM,Role,Atr;S;P,,NA,NA,NA
1416,ACC/GEN,Role,P,N,NA,post,NA
1416,S/A-AGR,Number;Person;Role,S;Atr,V,NA,post,NA
1416,S/A-AGR,Number;Person;Role,S;Atr,V,1,post,NA
1416,S/A-AGR,Number;Person;Role,Atr;S,V,1,post,NA
1416,S/A-AGR,Number;Person;Role,S;Atr,V,1,post,NA
1416,S/A-AGR,Number;Person;Role,Atr;S,V,1,post,NA
1416,S/A-AGR,Number;Person;Role,S;Atr,V,1,post,NA
1416,S/A-AGR,Number;Person;Role,Atr;S,V,1,post,NA
688,AGR,Role,Atr;P;G;S,V,NA,prae,NA
1954,AGR,Number;Person;Role,Atr;Aditr;P;T;G;S,V,NA,post,NA
3075,AGR,Gender;Number;Role,Atr;Aditr;G;P;S,V,NA,post,NA
3075,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,V,NA,split,NA
3075,O-AGR,Gender;Number;Role,G;P,V,NA,post,NA
2251,AGR,Gender;Number;Person;Role,Atr;S;G;Aditr;P,V,NA,NA,NA
2251,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,V,-1,prae,NA
2251,S/A-AGR,Gender;Number;Person;Role,S;Aditr;Atr,V,-1,prae,NA
2251,S/A-AGR,Gender;Number;Person;Role,S;Atr;Aditr,V,-1,prae,NA
2251,S/A-AGR,Gender;Number;Person;Role,Atr;S;Aditr,V,-1,prae,NA
2251,S/A-AGR,Gender;Number;Person;Role,S;Atr;Aditr,V,-1,prae,NA
2251,S/A-AGR,Gender;Number;Person;Role,Aditr;Atr;S,V,-1,prae,NA
2251,S/A-AGR,Gender;Number;Person;Role,S;Aditr;Atr,V,-1,prae,NA
2251,O-AGR,Gender;Number;Person;Role,NA,V,NA,split,NA
2189,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,NA,post,NA
2189,O-AGR,Number;Person;Role,P;T,V,NA,prae,NA
159,NOM,Role,P;Atr;S;T;Aditr,,NA,NA,NA
159,Pronom. object,Role,P;G,V,NA,NA,NA
159,DAT,Role,G,N,NA,prae,NA
167,ACC,Role,P,,NA,NA,NA
2548,NOM,Role,S;Atr,N,NA,NA,NA
2548,ACC,Role,P,,NA,NA,NA
2548,AGR,Number;Person;Role,S;P;Atr,V,NA,prae,NA
2548,AGR,Number;Person,Atr;P;S,V,-1,prae,NA
2548,S/A-AGR,Number;Person;Role,Atr;P;S,V,-1,prae,NA
2548,S/A-AGR,Person;Role,Atr;P;S,V,-1,prae,NA
2548,S/A-AGR,Number;Person;Role,NA,V,-1,prae,NA
2548,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
167,AGR,Number;Person;Role,S;Atr;P,V,NA,prae,NA
167,AGR,Person,Atr;P,V,-1,prae,NA
167,S/A-AGR,Person,Atr;S,V,-1,prae,NA
167,S/A-AGR,Person;Role,S;Atr,V,-1,prae,NA
167,S/A-AGR,Number;Person,Atr;S,V,-1,prae,NA
167,S/A-AGR,Person;Role,S;Atr,V,-1,prae,NA
2251,O-AGR,Gender;Number;Person;Role,P;G,V,1,split,NA
2251,O-AGR,Gender;Number;Person;Role,P;G,V,1,split,NA
2251,O-AGR,Gender;Number;Person;Role,P;G,V,1,split,NA
2251,O-AGR,Gender;Number;Person;Role,G;P,V,1,split,NA
2641,NOM,Role,Atr;S,,NA,NA,NA
2641,ACC,Role,P,N,NA,NA,NA
2641,AGR,Number;Person;Role,S;P;Atr,V,NA,prae,NA
2548,S/A-AGR,Number;Person;Role,Atr;S,V,1,post,NA
2641,S/A-AGR,Number;Person;Role,S;Atr,V,1,post,NA
2641,S/A-AGR,Number;Person;Role,P;Atr;S,V,-1,prae,NA
2641,S/A-AGR,Person;Role,S;Atr;P,V,-1,prae,NA
2641,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
2641,AGR,Number;Person;Role,P;Atr;S,V,-1,prae,NA
2641,O-AGR,Person;Role,P,V,-2,prae,NA
3092,NOM,Role,S;Atr;P,,NA,NA,NA
3092,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,NA,post,NA
3092,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,1,post,NA
3092,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,1,post,NA
3092,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,1,post,NA
3092,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,1,post,NA
3092,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,1,post,NA
3093,NOM,Role,P;Atr;S,,NA,NA,NA
3093,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,1,post,NA
3093,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,NA,post,NA
3093,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,1,post,NA
3093,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,1,post,NA
3093,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,1,post,NA
3093,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,1,post,NA
3096,NOM,Role,Atr;S;P,,NA,NA,NA
3096,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,NA,post,NA
3096,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,2,post,NA
3096,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,2,post,NA
3096,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,2,post,NA
3096,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,2,post,NA
3096,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,2,post,NA
3095,S/A-AGR,Number;Role,S;Aditr;Atr,V,NA,post,NA
3095,NOM,Role,P;Atr;T;S;Aditr,,NA,NA,NA
3095,DAT,Role,G,N,NA,post,NA
3095,DAT,Role,NA,N,NA,post,NA
3095,S/A-AGR,Number;Role,S;Aditr;Atr,V,1,post,NA
3095,ACC,Person;Role,P,N,NA,NA,NA
2548,O-AGR,Number;Person,P,V,-2,prae,NA
3028,NOM,Role,Atr;S;P,N,NA,NA,NA
3028,S/A-AGR,Person;Role,Atr;S,V,NA,prae,NA
3099,NOM,Role,NA,,NA,NA,NA
3099,S/A-AGR,Person;Role,NA,V,NA,prae,NA
201,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,NA,post,NA
201,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,1,post,NA
201,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,1,post,NA
201,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,1,post,NA
201,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,1,post,NA
201,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,1,post,NA
186,S/A-AGR,Gender;Number;Person;Role,NA,V,1,post,NA
186,S/A-AGR,Gender;Number;Person;Role,NA,V,NA,post,NA
186,S/A-AGR,Number;Person;Role,NA,V,1,post,NA
186,S/A-AGR,Person;Role,NA,V,1,post,NA
186,S/A-AGR,Number;Person;Role,NA,V,1,post,NA
1816,ABS,Role,Atr;S;P,,NA,NA,NA
1816,ERG,Role,NA,Pro,NA,post,NA
1816,S/O-AGR,Gender;Role,S;P,V,NA,prae,NA
167,S/A-AGR,Person,Atr,V,-2,prae,NA
167,AGR,Person,Atr;P,V,-1,prae,NA
1691,O-AGR,Number;Person;Role,NA,V,1,post,NA
1691,O-AGR,Number;Person;Role,NA,V,1,post,NA
1691,O-AGR,Number;Person;Role,NA,V,1,post,NA
1691,O-AGR,Number;Person;Role,NA,V,1,post,NA
1691,O-AGR,Number;Person;Role,NA,V,1,post,NA
1691,O-AGR,Number;Person;Role,NA,V,1,post,NA
103,S/A-AGR,Gender;Number;Person;Role,NA,V,NA,post,NA
103,O-AGR,Number;Person;Role,P;G,V,-1,prae,NA
103,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA
103,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA
103,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA
103,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA
103,O-AGR,Number;Person;Role,P;G,V,-1,prae,NA
2848,S/A-AGR,Number;Person;Role,Atr;S,V,NA,prae,NA
2848,O-AGR,Number;Person;Role,P,V,NA,prae,NA
113,O-AGR,Number;Person;Role,G;P,,1,post,NA
113,O-AGR,Number;Person;Role,P;G,,1,post,NA
113,O-AGR,Number;Person;Role,P;G,,1,post,NA
533,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,2,post,NA
533,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,2,post,NA
533,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,2,post,NA
533,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,2,post,NA
550,S/A-AGR,Gender;Number;Role,Atr;S,V,NA,prae,NA
550,O-AGR,Gender;Number;Role,P,V,NA,prae,NA
956,S/A-AGR,Number;Person;Role,S;Atr,V,-2,prae,NA
956,S/A-AGR,Number;Person;Role,S;Atr,V,-2,prae,NA
956,S/A-AGR,Number;Person;Role,S;Atr,V,1,prae,NA
956,O-AGR,Number;Person;Role,P,V,-1,prae,NA
956,O-AGR,Number;Person;Role,P,V,-1,prae,NA
956,O-AGR,Number;Person;Role,P,V,-1,prae,NA
956,O-AGR,Number;Person;Role,P,V,-1,prae,NA
956,O-AGR,Number;Person;Role,P,V,-1,prae,NA
1142,AGR,Direction,P;Atr,V,1,post,NA
59,AGR,Direction;Number;Person;Role,NA,V,2,post,NA
3101,<none>,,NA,,NA,NA,NA
3101,NA,Gender;Number;Person;Role,NA,,NA,NA,NA
635,PAST,,NA,,NA,NA,NA
2050,PROGR,Progressive,NA,,NA,post,NA
2050,NA,,NA,,NA,NA,NA
2050,NEG,Polarity,NA,,NA,prae,NA
435,Past,Number;Person,NA,,NA,NA,NA
73,ACC,Role,NA,Pro,NA,NA,NA
104,NOM,Role,S;Aditr;Atr,,NA,NA,NA
530,ABS,Role,Atr;P;S,,NA,NA,NA
322,O-AGR,Person;Role,P;T;G,V,-1,prae,NA
1007,S/A-AGR,Gender;Number;Person,Atr;S,V,NA,post,NA
549,S/A-AGR,,Atr;S,V,1,post,NA
549,S/A-AGR,,S;Atr,V,1,post,NA
549,S/A-AGR,,S;Atr,V,1,post,NA
549,S/A-AGR,,S;Atr,V,1,post,NA
2447,S/A-AGR,Number;Person;Role,Atr;S,V,1,post,NA
2447,S/A-AGR,Number;Person;Role,Atr;S,V,1,post,NA
2447,S/A-AGR,Number;Person;Role,Atr;S,V,1,post,NA
2447,S/A-AGR,Number;Person;Role,S;Atr,V,1,post,NA
2447,S/A-AGR,Number;Person;Role,S;Atr,V,1,post,NA
2447,S/A-AGR,Number;Person;Role,S;Atr,V,1,post,NA
2447,S/A-AGR,Number;Person;Role,S;Atr,V,1,post,NA
103,S/A-AGR,Gender;Number;Person;Role,S;Atr;Aditr,V,0,NA,NA
103,S/A-AGR,Gender;Number;Person;Role,Atr;S;Aditr,V,0,post,NA
103,S/A-AGR,Gender;Number;Person;Role,S;Aditr;Atr,V,0,post,NA
103,S/A-AGR,Gender;Number;Person;Role,Atr;Aditr;S,V,1,post,NA
103,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,V,1,post,NA
103,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,V,1,post,NA
113,S/A-AGR,Person;Role,S;Atr;Aditr,V,-2,prae,NA
113,S/A-AGR,Person;Role,S;Aditr;Atr,V,-2,prae,NA
113,S/A-AGR,Person;Role,S;Aditr;Atr,V,-1,prae,NA
113,S/A-AGR,Person;Role,Aditr;S;Atr,V,-1,prae,NA
322,S/A-AGR,Number;Role;TAM,Atr;S;Aditr,V,1,post,NA
688,O-AGR,Role,G;P,V,-1,prae,NA
688,O-AGR,Role,G;P,V,-1,prae,NA
688,O-AGR,Role,P;G,V,-1,prae,NA
688,O-AGR,Role,G;P,V,-1,prae,NA
688,O-AGR,Role,P;G,V,-1,prae,NA
688,O-AGR,Role,P;G,V,-1,prae,NA
1645,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,3,post,NA
1645,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,3,post,NA
1645,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,3,post,NA
1645,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,3,post,NA
1645,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,3,post,NA
1645,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,3,post,NA
1645,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,3,post,NA
1645,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,3,post,NA
1645,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,3,post,NA
1954,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,1,post,NA
1954,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,1,post,NA
1954,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,1,post,NA
1954,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,1,post,NA
1954,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,1,post,NA
1954,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,1,post,NA
1954,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,1,post,NA
2172,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA
2172,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA
2172,S/A-AGR,Number;Person;Role,S;Atr,V,2,post,NA
2172,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA
2172,S/A-AGR,Number;Person;Role,S;Atr,V,2,post,NA
2172,S/A-AGR,Number;Person;Role,S;Atr,V,2,post,NA
2172,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA
2172,S/A-AGR,Number;Person;Role,NA,V,2,post,NA
2172,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA
9,A-AGR,Clusivity;Honorificity;Person;Role,NA,V,1,prae,NA
9,A-AGR,Clusivity;Honorificity;Person;Role,NA,V,1,prae,NA
9,A-AGR,Clusivity;Honorificity;Person;Role,NA,V,1,prae,NA
9,A-AGR,Clusivity;Honorificity;Person;Role,NA,V,1,prae,NA
9,A-AGR,Clusivity;Honorificity;Person;Role,NA,V,1,prae,NA
9,O-AGR,Clusivity;Honorificity;Number;Role,NA,VP,3,post,final
9,O-AGR,Clusivity;Honorificity;Number;Role,NA,VP,3,post,final
9,O-AGR,Clusivity;Honorificity;Person;Role,NA,VP,3,post,final
9,O-AGR,Clusivity;Honorificity;Person;Role,NA,VP,3,post,final
9,O-AGR,Clusivity;Honorificity;Person;Role,NA,VP,3,post,final
22,S/A-AGR,Number;Person;Role,NA,V,-1,prae,NA
22,S/A-AGR,Number;Person;Role,NA,V,-1,prae,NA
22,S/A-AGR,Number;Person;Role,NA,V,-1,prae,NA
22,S/A-AGR,Number;Person;Role,NA,V,-1,prae,NA
22,S/A-AGR,Number;Person;Role,NA,V,-1,prae,NA
22,S/A-AGR,Number;Person;Role,NA,V,-1,prae,NA
22,P-AGR,Number;Person;Role,NA,V,1,post,NA
22,P-AGR,Number;Person;Role,NA,V,1,post,NA
22,P-AGR,Number;Person;Role,NA,V,1,post,NA
22,P-AGR,Number;Person;Role,NA,V,1,post,NA
22,P-AGR,Number;Person;Role,NA,V,1,post,NA
22,P-AGR,Number;Person;Role,NA,V,1,post,NA
22,P-AGR,Number;Person;Role,NA,V,1,post,NA
3117,S/A-AGR,Honorificity;Number;Person;Role,Atr;S,V,1,post,NA
3117,S/A-AGR,Honorificity;Number;Person;Role,Atr;S,V,1,post,NA
3117,S/A-AGR,Honorificity;Number;Person;Role,Atr;S,V,1,post,NA
3117,S/A-AGR,Honorificity;Number;Person;Role,Atr;S,V,1,post,NA
3117,S/A-AGR,Honorificity;Number;Person;Role,Atr;S,V,1,post,NA
3117,S/A-AGR,Honorificity;Number;Person;Role,Atr;S,V,1,post,NA
549,S/A-AGR,,Atr;S,V,1,post,NA
2864,NOM,Role,NA,1_2Pro_or_N,NA,NA,NA
172,NOM,Role,P;Atr;S,1_2Pro_or_N,NA,NA,NA
879,ABS,Role,P;S,,NA,NA,NA
879,ERG,Role,Atr,,NA,NA,NA
2471,NOM,Role,Atr;S;P,,NA,post,NA
2471,NOM,Role,NA,,NA,post,NA
124,NOM,Role,Atr;S;P,,NA,NA,NA
124,ACC,Role,P,NP,NA,post,NA
1163,NOM,Role,Atr;T;S;Aditr;G;P,,NA,NA,NA
1163,ACC,Role,G;S;P,Pro,NA,NA,NA
2695,NOM,Role,Atr;P;S,,NA,NA,NA
3206,NOM,Role,T;Atr;P;S;G,,NA,NA,NA
3206,ERG,Role,Atr;Aditr,,NA,post,NA
3206,DAT,Role,P;G,,NA,post,NA
3206,LOC,Role,P;G,,NA,post,NA
616,NOM,Role,S;Atr,N_or_Pro,NA,post,NA
616,ACC,Role,P,N_or_Pro,NA,post,NA
2060,NOM,Role,Atr;Aditr;S,NP,NA,post,NA
2060,ACC,Role,P;T;G,,NA,NA,NA
150,PROX,Referential;Role,P;S;Atr,,NA,NA,NA
150,NOM,Role,Atr;S,Pro,NA,NA,NA
150,ACC,Role,P,Pro,NA,NA,NA
1257,NOM,Role,S;Aditr;Atr,,NA,NA,NA
1257,ACC,Role,P;T;G,,NA,NA,NA
2209,ACC,Role,P;G;T,,NA,NA,NA
2209,NOM,Role,Aditr;S;Atr,,NA,post,NA
356,NOM,Role,Aditr;S;Atr,,NA,post,NA
356,INSTR,Role,T,,NA,NA,NA
140,NOM,Role,G;Atr;T;S;Aditr;P,,NA,NA,NA
399,NOM,Role,S;P;Atr,,NA,NA,NA
454,DAT,Role,G,,NA,post,NA
454,NOM,Role,T;P;Atr;S;Aditr,,NA,NA,NA
2556,NOM,Role,S;Atr;P,,NA,NA,NA
1833,NOM,Role,P;Atr;S,,NA,NA,NA
65,PASS,Voice,NA,V,NA,post,NA
398,PASS,Voice,NA,V,NA,NA,NA
398,NOM,Role,Aditr;S;Atr,N; Pro,NA,NA,NA
398,ACC,Role,P;T,N; Pro,NA,NA,NA
398,DAT,Role,G,N; Pro,NA,NA,NA
101,DAT,Role,NA,N; Pro,NA,NA,NA
340,S/A-AGR,Gender;Number;Role,Aditr;Atr;S,V,2,post,NA
340,S/A-AGR,Gender;Number;Role,Atr;Aditr;S,V,2,post,NA
340,S/A-AGR,Gender;Number;Role,Aditr;S;Atr,V,2,post,NA
2726,S/A-AGR,Number;Person;Role;TAM,S;Atr;Aditr,V,NA,post,NA
3213,S/A-AGR,Person;Role,Aditr;Atr;S,V,NA,in,NA
340,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,2,post,NA
340,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,2,post,NA
340,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,2,post,NA
340,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,2,post,NA
340,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,2,post,NA
340,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,2,post,NA
38,NOM,Role,P;Atr;S,,NA,NA,NA
113,S/A-AGR,Person;Role,NA,V,-2,prae,NA
387,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,NA,post,NA
2973,S/A-AGR,Number;Person;Role,Aditr;P;S;Atr,V,NA,prae,NA
