session.id	speaker.id	word.id	morphemes	word.transcription	glosses	types	ids	record.id	subcorpus	genre	spkr.age	pref.seq	cat.seq	bigram.type	left	subj.marker	ref.marker	ref.category	sesh.seq	prime.distance	prime.cat.seq	prime.subj.marker	prime.seq	prime.subj	lex.stem
clldch2r02s06	1	391055	mai u ta la t a ŋs e	maiutalataŋse	NEG 3nsS/A come TEL NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix suffix	1199 1201 2192 SRS347 2458 1202 6702 1234	CLLDCh2R02S06.0034	CLLD	Conversation	15516	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	34	Inf	NA	NA	#NAME?	unknown	/ta/ 'come'
clldch2r04s01	1	416829	u mai ta th a ŋs a ce e	umaitataŋsace	3nsS/A NEG come NEG PST PRF PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1201 1199 2192 2458 1202 6702 1202 1203 1234	CLLDCh2R04S01.0417	CLLD	Conversation	15571	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	417	2	ag.neg	u	415	left	/ta/ 'come'
clldch2r04s01	1	416827	u mai ta yokt a ce e	umaitaoktace	3nsS/A NEG come NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2192 2460 1202 1203 1234	CLLDCh2R04S01.0415	CLLD	Conversation	15571	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	415	Inf	NA	NA	#NAME?	unknown	/ta/ 'come'
cldlch3r04s07	2	143778	u mai ta mai rett yokt e	umatamareiʔyokte	3nsS/A NEG FOC NEG laugh NEG IND.PST	prefix prefix stem prefix stem suffix suffix	1201 1199 496 1199 411 2460 1234	CLDLCh3R04S07.149	CLDL	Conversation	11315	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	149	Inf	NA	NA	#NAME?	unknown	/rett/ 'laugh'
clldch3r14s03	3	750010	a mai ta cekt yokt e	amatacekyokte	2S/A NEG FOC speak NEG IND.PST	prefix prefix stem stem suffix suffix	654 1199 496 45 2460 1234	CLLDCh3R14S03.335	CLLD	Conversation	13061	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	335	Inf	NA	NA	#NAME?	unknown	/cekt/ 'say'
clldch3r14s03	3	750014	a mai ta cekt yokt e	amatacekyokte	2S/A NEG FOC speak NEG IND.PST	prefix prefix stem stem suffix suffix	654 1199 496 45 2460 1234	CLLDCh3R14S03.337	CLLD	Conversation	13061	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	337	2	ag.neg	a	335	left	/cekt/ 'say'
clldch3r14s01	3	745926	a mai hid th u ŋs e	amaihitoŋse	2S/A NEG be.finished NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 126 2458 2459 6702 1234	CLLDCh3R14S01.0280	CLLD	Conversation	13059	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	280	Inf	NA	NA	#NAME?	unknown	/hid/ 'be.finished'
clldch3r14s01	3	746072	a mai hid th u ŋs e ʔ	amaihitoŋseʔ	2S/A NEG be.finished NEG 3P PRF IND.PST EMPH	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 126 2458 2459 6702 1234 6766	CLLDCh3R14S01.0335	CLLD	Conversation	13059	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	335	17	ag.neg	a	318	left	/hid/ 'be.finished'
clldch3r14s01	3	746101	a mai hid th u ŋs e ʔ	amaihitoŋseʔ	2S/A NEG be.finished NEG 3P PRF IND.PST EMPH	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 126 2458 2459 6702 1234 6766	CLLDCh3R14S01.0346	CLLD	Conversation	13059	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	346	11	ag.neg	a	335	left	/hid/ 'be.finished'
clldch3r02s03	3	582848	a mai kat th e ʔ	amakaʔtheʔ	2S/A NEG come.up NEG IND.PST EMPH	prefix prefix stem suffix suffix suffix	654 1199 156 2458 1234 6766	CLLDCh3R02S03.0398	CLLD	Conversation	12595	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	398	Inf	NA	NA	#NAME?	unknown	/kat/ 'come.up'
clldch3r03s02b	3	598849	a mai khag th e	amaikhaŋteʔ	2S/A NEG see NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1366 2458 1234	CLLDCh3R03S02b.0200	CLLD	Conversation	12622	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	200	Inf	NA	NA	#NAME?	unknown	/khag/ 'watch'
clldch3r09s06	3	685219	a ma lus yokt u ce	amaluyoktuce	2S/A NEG tell NEG 3P 3nsP	prefix prefix stem suffix suffix suffix	654 1199 1584 2460 2459 1204	CLLDCh3R09S06.563	CLLD	Conversation	12804	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	563	Inf	NA	NA	#NAME?	unknown	/lus/ 'sing'
clldch3r08s06	3	674692	mai u mett th a k a ce e	maumeʔtakace	NEG 3nsS/A be.big NEG PST IPFV PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 1201 1656 2458 1202 ROS38 1202 1203 1234	CLLDCh3R08S06.0737	CLLD	Conversation	12777	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	737	Inf	NA	NA	#NAME?	unknown	/mett/ 'be.long'
clldch3r12s01	3	721947	u mai ŋis yokt e	umaniokte	3nsS/A NEG know NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 335 2460 1234	CLLDCh3R12S01.062	CLLD	Conversation	12924	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	62	Inf	NA	NA	#NAME?	unknown	/ŋis/ 'know'
clldch3r02s04	3	589142	mai u par yakt a go	maiupayaktago	NEG 3nsS/A grow NEG PST NMLZ	prefix prefix stem suffix suffix suffix	1199 1201 349 2460 1202 1119	CLLDCh3R02S04.0261	CLLD	Conversation	12596	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	261	Inf	NA	NA	#NAME?	unknown	/par/ 'grow'
clldch3r02s03	3	582869	u kha patt a ŋs a kha	ukhapattansakha	3sA 1nsP call PST PRF PST NMLZ	prefix prefix stem suffix suffix suffix suffix	1201 655 1842 1202 6702 1202 1335	CLLDCh3R02S03.0404	CLLD	Conversation	12595	u.kha	ag.pat	"ag,pat"	TRUE	u	kha	obj	404	Inf	NA	NA	#NAME?	unknown	/patt/ 'call'
clldch3r02s03	3	586262	a mai pid a ŋs a ŋ e	amapitaŋsehẽ	2S/A NEG give PST PRF PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 363 1202 6702 1202 2875 1234	CLLDCh3R02S03.1715	CLLD	Conversation	12595	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1715	314	ag.neg	a	1401	left	/pid/ 'give'
clldch3r14s01	3	746046	a mai tas th e	amatate	2S/A NEG reach NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2206 2458 1234	CLLDCh3R14S01.0318	CLLD	Conversation	13059	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	318	38	ag.neg	a	280	left	/tas/ 'reach'
clldch3r02s03	3	585519	a mai tok yokt e	amaitokokte	2S/A NEG get NEG IND.PST	prefix prefix stem suffix suffix	654 1199 523 2460 1234	CLLDCh3R02S03.1401	CLLD	Conversation	12595	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1401	1003	ag.neg	a	398	left	/tok/ 'get'
appa_kath_talk	4	267	u mai yug th a yakt e	umaiyuŋtakte	3nsS/A NEG be.there NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2478 2458 1202 6674 1234	appa_katha_talk.046	adult	Narrative	7231	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	46	Inf	NA	NA	#NAME?	unknown	/yug/ 'sit'
clldch2r02s06	5	394291	a mai loĩs yokt a kha	amailoiyoktakha	2S/A NEG take.out NEG PST NMLZ	prefix prefix stem suffix suffix suffix	654 1199 1566 2460 1202 1335	CLLDCh2R02S06.1124	CLLD	Conversation	16580	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1124	36	neg.ag	u	1088	right	/loĩs/ 'take.out'
lh_bbb	6	1141944	kha mai u chitt yokt e	khamaiuchiyokte	1nsP NEG 3nsS/A find NEG IND.PST	prefix prefix prefix stem suffix suffix	655 1199 1201 79 2460 1234	LH_BBB.483	adult	Narrative	22428	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	483	1	neg.ag	u	482	right	/chitt/ 'find'
lh_bbb	6	1141943	kha mai u chitt yokt e	khamaiuchiyokte	1nsP NEG 3nsS/A find NEG IND.PST	prefix prefix prefix stem suffix suffix	655 1199 1201 79 2460 1234	LH_BBB.482	adult	Narrative	22428	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	482	Inf	NA	NA	#NAME?	unknown	/chitt/ 'find'
suntala_talk	6	1249510	mai u numd e	maiunumde	NEG 3nsS/A do IND.PST	prefix prefix stem suffix	1199 1201 1781 1234	suntala_talk.52	adult	Conversation	22390	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	52	NA	NA	NA	NA	unknown	/numd/ 'do'
lh_bbb	6	1141001	kha u tett e	khautette	1nseP 3nsS/A apply IND.PST	prefix prefix stem suffix	655 1201 510 1234	LH_BBB.332	adult	Narrative	22428	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	332	Inf	NA	NA	#NAME?	unknown	/tett/ 'attach'
pear_3-1	7	1189565	mai u numd u ŋs u ce e	maiunumduŋsuce	1nsiP 3nsS/A do 3P PRF 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix suffix	1198 1201 1781 2459 6702 2459 1204 1234	pear_3-1.0119	adult	Experimental	18742	mai1P.u	pat.ag	"ag,pat"	FALSE	u	ma	obj	119	Inf	NA	NA	#NAME?	unknown	/numd/ 'do'
pear_3-1	7	1189916	mai u ta th a ŋs e	maiutataŋse	NEG 3nsS/A come NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 2192 2458 1202 6702 1234	pear_3-1.0274	adult	Experimental	18742	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	274	1	neg.ag	u	273	right	/ta/ 'come'
chambak_int	8	9089	a mai apt th a ŋ ni ŋ a	amaapthaŋnɨŋhã	2S/A NEG shoot NEG IMP 1sS/P 2/3p 1sS/P IMP	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 625 2458 1236 2875 2329 2875 1236	Chambak_int.1213	adult	Conversation	19204	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1213	8	ag.neg	u	1205	left	/apt/ 'shoot'
chambak_int	8	9050	u mai chitt yokt e	umaichiʔakte	3nsS/A NEG find NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 79 2460 1234	Chambak_int.1205	adult	Conversation	19204	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	1205	2	ag.neg	u	1203	left	/chitt/ 'find'
chambak_int	8	9044	u mai chitt yokt e	umaichiʔakte	3nsS/A NEG meet NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 79 2460 1234	Chambak_int.1203	adult	Conversation	19204	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	1203	268	ag.neg	u	935	left	/chitt/ 'find'
sudhar_khip	8	1248113	u mai ni yokt e	umaniyokte	3nsS/A NEG know NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 335 2460 1234	sudhar_khip.053a	adult	Ritual	19233	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	53	Inf	NA	NA	#NAME?	unknown	/ŋis/ 'know'
chambak_int	8	7999	u mai pid yokt a yakt a ce e	umapioktaktace	3nsS/A NEG give NEG PST IPFV PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1201 1199 363 2460 1202 6674 1202 1203 1234	Chambak_int.0932	adult	Conversation	19204	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	932	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
chambak_int	8	8003	u mai pid yokt a yakt a ce e	umapioktaktace	3nsS/A NEG give NEG PST IPFV PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1201 1199 363 2460 1202 6674 1202 1203 1234	Chambak_int.0935	adult	Conversation	19204	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	935	3	ag.neg	u	932	left	/pid/ 'give'
cldlch2r05s04	9	70454	a mai pid	amaipi	2S/A 1nsiP allow.to	prefix prefix stem	654 1198 363	CLDLCh2R05S04.303	CLDL	Conversation	10222	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	303	109	ag.neg	u	194	left	/pid/ 'give'
clldch4r04s04	10	826270	mai a kukt th u ŋs e	maiakuktoŋse	NEG 2S/A bring.down NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 1468 2458 2459 6702 1234	CLLDCh4R04S04.0168	CLLD	Conversation	2362	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	168	Inf	NA	NA	#NAME?	unknown	/kukt/ 'bring.down'
pear_12-1	11	1182699	a mai khag yokt u ŋs e	amakhaŋyoktoŋseʔ	2S/A NEG see NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 1366 2460 2459 6702 1234	pear_12-1.0178	adult	Experimental	8345	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	178	Inf	NA	NA	#NAME?	unknown	/khag/ 'watch'
clldch4r14s05	12	999852	a mai pid th a ŋs a ce e	amaipitaŋsace	2S/A NEG give NEG PST PRF PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 363 2458 1202 6702 1202 1203 1234	CLLDCh4R14S05.0916	CLLD	Conversation	9780	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	916	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
picture_cards_2-3	13	1215306	u mai thatt yokt a ce e	umathaiʔyaktace	3nsS/A NEG hit NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2262 2460 1202 1203 1234	picture_cards_2-3.0921	adult	Experimental	17806	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	921	Inf	NA	NA	#NAME?	unknown	/thatt/ 'hit'
picture_cards_2-3	13	1215314	u mai thatt yokt a ce e	umatahaiʔyaktace	3nsS/A NEG hit NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2262 2460 1202 1203 1234	picture_cards_2-3.0925	adult	Experimental	17806	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	925	4	ag.neg	u	921	left	/thatt/ 'hit'
picture_cards_2-3	13	1215357	u mai thatt yokt e	umathaiʔyakte	3nsS/A NEG slap NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 2262 2460 1234	picture_cards_2-3.0938	adult	Experimental	17806	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	938	13	ag.neg	u	925	left	/thatt/ 'hit'
cldlch2r08s04	14	106509	a mai cekt yokt a ŋs e	amaicekyoktaŋseʔ	2S/A NEG speak NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 45 2460 1202 6702 1234	CLDLCh2R08S04.521	CLDL	Conversation	11176	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	521	Inf	NA	NA	#NAME?	unknown	/cekt/ 'say'
cldlch2r07s02	14	89927	u mai cokt yokt e	umacokyokte	3nsS/A NEG join NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 KK1 2460 1234	CLDLCh2R07S02.194	CLDL	Conversation	11109	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	194	Inf	NA	NA	#NAME?	unknown	/cokt/ 'join'
cldlch2r03s05	14	55875	u mai hams yokt a ŋs a ce e	umahayaktaŋsece	3nsS/A NEG separate NEG PST PRF PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1201 1199 119 2460 1202 6702 1202 1203 1234	CLDLCh2R3S05.678	CLDL	Conversation	10797	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	678	539	neg.ag	u	139	right	/hams/ 'divide'
cldlch2r05s01	14	64630	u mai khag yokt a ŋs a ŋ e	umakhaŋoktaŋsehẽ	3sA NEG see NEG PST PRF PST 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1201 1199 1366 2460 1202 6702 1202 2875 1234	CLDLCh2R05S01.0317	CLDL	Conversation	10948	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	317	Inf	NA	NA	#NAME?	unknown	/khag/ 'watch'
cldlch2r07s04	14	96301	mai a khat th e	maakhatte	NEG 2S/A go NEG IND.PST	prefix prefix stem suffix suffix	1199 654 1363 2458 1234	CLDLCh2R07S04.749	CLDL	Conversation	11112	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	749	293	neg.ag	a	456	right	/khat/ 'go'
cldlch2r03s05	14	54615	u mai ta mai u khat th a ŋs e	umaitamaukhattaŋse	3nsS/A NEG FOC NEG 3nsS/A go NEG PST PRF IND.PST	prefix prefix stem prefix prefix stem suffix suffix suffix suffix	1201 1199 496 1199 1201 1363 2458 1202 6702 1234	CLDLCh2R3S05.139	CLDL	Conversation	10797	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	139	Inf	NA	NA	#NAME?	unknown	/khat/ 'go'
cldlch2r02s04	14	51167	a mai khat yokt e	amakhaiʔyokte	2S/A NEG go NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1363 2460 1234	CLDLCh2R02S04.580	CLDL	Conversation	10738	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	580	180	ag.neg	a	400	left	/khat/ 'go'
cldlch2r05s04	14	70053	u mai lus th e	umalute	3nsS/A NEG dance NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1584 2458 1234	CLDLCh2R05S04.194	CLDL	Conversation	10950	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	194	Inf	NA	NA	#NAME?	unknown	/lus/ 'sing'
cldlch2r06s03	14	80849	u mai raiʔ yokt e	umaraiʔyokte	3nsS/A NEG crying NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 CP93 2460 1234	CLDLCh2R06S03.260	CLDL	Conversation	11039	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	260	Inf	NA	NA	#NAME?	unknown	/raiʔ/ 'crying'
cldlch2r05s01	14	65984	mai u rot th u ŋs u ce kha	maurottusucekha	NEG 3nsS/A fetch NEG 3P PRF 3P 3nsP NMLZ	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 1201 2040 2458 2459 6702 2459 1204 1335	CLDLCh2R05S01.0900	CLDL	Conversation	10948	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	900	583	ag.neg	u	317	left	/rot/ 'carry.over'
cldlch2r08s02	14	100663	kha a mai sɨŋs th e	khaãmasuŋteʔ	ask 2S/A NEG ask NEG IND.PST	prefix prefix prefix stem suffix suffix	203 654 1199 204 2458 1234	CLDLCh2R08S02.283	CLDL	Conversation	11202	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	283	Inf	NA	NA	#NAME?	unknown	/sɨŋs/ 'ask'
cldlch2r02s02	14	47311	kha a mai sɨŋs th u ŋs e	khaamasɨŋtoŋse	ask 2S/A NEG ask NEG 3P PERF IND.PST	prefix prefix prefix stem suffix suffix suffix suffix	203 654 1199 204 2458 2459 6702 1234	CLDLCh2R02S02.426	CLDL	Conversation	10735	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	426	Inf	NA	NA	#NAME?	unknown	/sɨŋs/ 'ask'
cldlch2r02s04	14	51169	mai a tat yokt e	maataiʔyokte	NEG 2S/A bring NEG IND.PST	prefix prefix stem suffix suffix	1199 654 2207 2460 1234	CLDLCh2R02S04.581	CLDL	Conversation	10738	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	581	1	ag.neg	a	580	left	/tat/ 'bring'
cldlch2r05s05	14	73834	u mai tat yokt u ŋs u ce e	umatayoktuŋsuce	3nsS/A NEG bring NEG 3P PRF 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1201 1199 2207 2460 2459 6702 2459 1204 1234	CLDLCh2R05S05.460	CLDL	Conversation	10951	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	460	Inf	NA	NA	#NAME?	unknown	/tat/ 'bring'
cldlch2r08s04	14	107117	u mai thukt yokt e	umathukyokte	3nsS/A NEG cook NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 2303 2460 1234	CLDLCh2R08S04.716	CLDL	Conversation	11176	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	716	60	ag.neg	u	656	left	/thukt/ 'cook'
cldlch2r02s02	14	47404	u ma ta u	umatau	3nsS/A 1nseP FOC 3P	prefix prefix stem suffix	1201 656 496 2459	CLDLCh2R02S02.452	CLDL	Conversation	10735	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	452	26	ag.neg	a	426	left	NA
clldch3r12s03	15	725284	kha a lud ce kV	khaaluceke	1nsP 2S/A tell d IND.NPST	prefix prefix stem suffix suffix	655 654 1575 1203 1682	CLLDCh3R12S03.478	CLLD	Conversation	4589	kha.a	pat.ag	"ag,pat"	FALSE	a	kha	obj	478	Inf	NA	NA	#NAME?	unknown	/lud/ 'say.to'
origin_myth	16	1169483	mai u numd t e	manunumte	NEG 3nsS/A do NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 1781 2458 1234	origin_myth.541	adult	Narrative	25784	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	541	Inf	NA	NA	#NAME?	unknown	/numd/ 'do'
origin_myth	16	1168842	kha a numd	khaanum	1nsP 2S/A do	prefix prefix stem	655 654 1781	origin_myth.423	adult	Narrative	25784	kha.a	pat.ag	"ag,pat"	FALSE	a	kha	obj	423	Inf	NA	NA	#NAME?	unknown	/numd/ 'do'
student_life	17	1245183	u mai id yokt e	umaiyokte	3nsS/A NEG feel.sleepy NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 96 2460 1234	student_life.0041	adult	Narrative	NA	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	41	Inf	NA	NA	#NAME?	unknown	/id/ 'feel.sleepy'
gen_talk_01	17	1091384	kha u lud no	khauluno	1nsP 3nsS/A tell IND.NPST	prefix prefix stem suffix	655 1201 1575 2330	GEN_TALK_01.317	adult	Conversation	NA	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	317	Inf	NA	NA	#NAME?	unknown	/lud/ 'say.to'
martyr_story	18	1158925	mai ta u ta yokt e	mantautayokte	NEG FOC 3nsS/A come NEG IND.PST	prefix stem prefix stem suffix suffix	1199 496 1201 2192 2460 1234	martyr_story.477	adult	Conversation	27402	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	477	Inf	NA	NA	#NAME?	unknown	/ta/ 'come'
pear_8-1	19	1194830	u mai cekt th a yakt e	umacetakte	3nsS/A NEG say NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 45 2458 1202 6674 1234	pear_8-1.0162	adult	Experimental	9490	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	162	Inf	NA	NA	#NAME?	unknown	/cekt/ 'say'
pear_8-1	19	1195558	u mai cekt yokt a yakt e	umaicekyaktakte	3nsS/A NEG speak NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 45 2460 1202 6674 1234	pear_8-1.0385	adult	Experimental	9490	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	385	72	ag.neg	u	313	left	/cekt/ 'say'
pear_8-1	19	1195836	u mai cekt yokt a yakt e	umaiceyoktakte	3nsS/A NEG say NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 45 2460 1202 6674 1234	pear_8-1.0473	adult	Experimental	9490	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	473	88	ag.neg	u	385	left	/cekt/ 'say'
pear_8-1	19	1195326	u mai cekt yokt a yakt e	umaicekyaktakte	3nsS/A NEG say NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 45 2460 1202 6674 1234	pear_8-1.0313	adult	Experimental	9490	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	313	1	ag.neg	u	312	left	/cekt/ 'say'
pear_8-1	19	1195117	u mai cekt yokt a hatt e	umaiceyoktate	3nsS/A NEG speak NEG PST COMPL.TR IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 45 2460 1202 6701 1234	pear_8-1.0254	adult	Experimental	9490	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	254	87	ag.neg	u	167	left	/cekt/ 'say'
pear_8-1	19	1194848	u mai cekt yokt e	umaicektakte	3nsS/A NEG speak NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 45 2460 1234	pear_8-1.0167	adult	Experimental	9490	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	167	5	ag.neg	u	162	left	/cekt/ 'say'
pear_8-1	19	1196471	u mai hand th a k e	umahantakte	3nsS/A NEG talk NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 117 2458 1202 ROS38 1234	pear_8-1.0643	adult	Experimental	9490	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	643	56	ag.neg	u	587	left	/hand/ 'talk'
pear_8-1	19	1196189	u mai lud yokt e	umailuyakte	3nsS/A NEG say.to NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1575 2460 1234	pear_8-1.0577	adult	Experimental	9490	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	577	104	ag.neg	u	473	left	/lud/ 'say.to'
pear_8-1	19	1196235	u mai lud yokt e	umailuyokte	3nsS/A NEG say.to NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1575 2460 1234	pear_8-1.0587	adult	Experimental	9490	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	587	10	ag.neg	u	577	left	/lud/ 'say.to'
pear_8-1	19	1197112	u mai set yokt e	umaiseiʔyokte	3nsS/A NEG kill NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 452 2460 1234	pear_8-1.0856	adult	Experimental	9490	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	856	1	ag.neg	u	855	left	/set/ 'kill'
pear_8-1	19	1197294	u mai that th a yakt e	umathathakte	3nsS/A NEG be.visible NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2261 2458 1202 6674 1234	pear_8-1.0912	adult	Experimental	9490	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	912	55	ag.neg	u	857	left	/that/ 'be.seen'
clldch3r12s03	20	725259	a mai hid yokt e kha	amahioktekha	2S/A NEG can NEG IND.PST NMLZ	prefix prefix stem suffix suffix suffix	654 1199 127 2460 1234 1335	CLLDCh3R12S03.468	CLLD	Conversation	3066	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	468	Inf	NA	NA	#NAME?	unknown	/hid/ 'finish.to'
ctn_talk02	21	1038593	mai u numd yokt e	maunumyokte	NEG 3nsS/A do NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 1781 2460 1234	Ctn_talk02.160	adult	Conversation	20075	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	160	Inf	NA	NA	#NAME?	unknown	/numd/ 'do'
