LID,AUTOTYPLabel,Exponence,Roles,HostCat,Slot,Position.binned5,Behavior.binned4,Language,Stock
414,NEG,Polarity,NA,XP,NA,prae,initial,Yagua,Yaguan
414,Possessive word ad head,Gender;Number;Person,NA,,NA,prae,NA,Yagua,Yaguan
414,O-AGR,Number;Person;Referential;Role,NA,,NA,post,NA,Yagua,Yaguan
414,PLURAL,Number,NA,,NA,post,NA,Yagua,Yaguan
414,CORE,,P;Aditr;Atr;T;S;G,,NA,NA,NA,Yagua,Yaguan
414,NEG,,NA,,NA,post,NA,Yagua,Yaguan
414,PAST,Tense,NA,,NA,post,NA,Yagua,Yaguan
415,NA,,NA,,NA,prae,NA,retire_Yali,Mek
416,ABS,Role,P;S;Atr,N; Pro,NA,post,final,Yankunytjara,Pama-Nyungan
416,ACC,Role,P,Pro,NA,post,final,Yankunytjara,Pama-Nyungan
416,NEG,Polarity,NA,V; N,NA,post,NA,Yankunytjara,Pama-Nyungan
416,NA,,NA,,NA,NA,NA,Yankunytjara,Pama-Nyungan
416,ERG,Role,Atr,N,NA,post,final,Yankunytjara,Pama-Nyungan
417,NOM,Role,S;Aditr;P;G;Atr;T,,NA,NA,NA,Yawa,West Papuan
418,PLURAL,Number,NA,,NA,split,NA,Yokuts (Yawelmani),Yokuts-Utian
418,ACC,Role,NA,N_or_Pro,NA,post,NA,Yokuts (Yawelmani),Yokuts-Utian
418,NEG,Polarity,NA,S,NA,prae,initial,Yokuts (Yawelmani),Yokuts-Utian
419,NA,,NA,,NA,NA,NA,Yessan-Mayo,Sepik
419,NEG,Polarity,NA,V,NA,prae,NA,Yessan-Mayo,Sepik
419,NOM,Role,Aditr;Atr;T;S;P,,NA,post,NA,Yessan-Mayo,Sepik
419,<none>,,NA,,NA,NA,NA,Yessan-Mayo,Sepik
419,ACC/DAT,Role,P;G,N,NA,post,NA,Yessan-Mayo,Sepik
419,POSS-AGR,,NA,,NA,NA,NA,Yessan-Mayo,Sepik
420,A-AGR,Number;Person;Role,NA,,NA,prae,NA,Yimas,Lower Sepik - Ramu
420,S-AGR,,NA,,NA,prae,NA,Yimas,Lower Sepik - Ramu
420,OBL,,NA,,NA,post,final,Yimas,Lower Sepik - Ramu
420,NEG,Polarity,NA,V,NA,prae,NA,Yimas,Lower Sepik - Ramu
420,BENEF,Role,NA,,NA,post,final,Yimas,Lower Sepik - Ramu
420,O-AGR,Number;Person;Role,NA,,NA,prae,NA,Yimas,Lower Sepik - Ramu
420,COM,Role,NA,,NA,post,final,Yimas,Lower Sepik - Ramu
420,PLURAL,,NA,,NA,post,NA,Yimas,Lower Sepik - Ramu
420,GEN,Role,NA,N_or_Pro,NA,post,NA,Yimas,Lower Sepik - Ramu
421,Construct state,Construct,NA,,NA,NA,NA,Yoruba,Benue-Congo
421,NEG,Polarity;TAM,NA,V,NA,prae,NA,Yoruba,Benue-Congo
421,PLURAL,Number,NA,,NA,prae,initial,Yoruba,Benue-Congo
421,OBJECT case,Role,G;P,Pro,NA,NA,NA,Yoruba,Benue-Congo
421,NOM,Role,P;G;Aditr;Atr;S,,NA,NA,NA,Yoruba,Benue-Congo
421,OBJECT case,Role,T,,NA,prae,NA,Yoruba,Benue-Congo
421,TENSE,Tense,NA,,NA,prae,NA,Yoruba,Benue-Congo
421,Genitive case,,NA,Pro,NA,NA,NA,Yoruba,Benue-Congo
422,NEG,Polarity,NA,XP,NA,prae,initial,Yuchi,Yuchi
422,PAST PFV,Tense,NA,,NA,post,final,Yuchi,Yuchi
422,PLURAL,Classifier;Number,NA,,NA,post,NA,Yuchi,Yuchi
422,<none>,,T;Atr;P;S;Aditr;G,,NA,NA,NA,Yuchi,Yuchi
422,Possessive prefix,Number;Person,NA,N,NA,prae,NA,Yuchi,Yuchi
424,ERG,Role,Aditr;Atr,NP,NA,post,spreading,Yukulta,Tangkic
424,NOM,,Atr;P;T;S;Aditr,NP,NA,NA,spreading,Yukulta,Tangkic
424,Genitive case,Role,NA,N_or_Pro,NA,NA,NA,Yukulta,Tangkic
424,ABL,Role,P,NP,NA,post,spreading,Yukulta,Tangkic
424,AGR,Number;Person;Role,P;Atr;S,,NA,post,NA,Yukulta,Tangkic
424,ALL,Role,P,NP,NA,post,spreading,Yukulta,Tangkic
424,NA,Role,NA,,NA,NA,spreading,Yukulta,Tangkic
424,DAT,Role,G;P,NP,NA,post,spreading,Yukulta,Tangkic
426,DIR,Role,P,NP,NA,post,final,Yurakare,Yurakare
426,NOM,Role,P;Atr;S,,NA,NA,NA,Yurakare,Yurakare
426,O-AGR,Number;Person;Role,NA,V,NA,prae,on head,Yurakare,Yurakare
426,S/A-AGR,Number;Person;Role,NA,V; N; Adj,NA,post,on head,Yurakare,Yurakare
428,NEG,Focus;Polarity;TM,NA,VAdvP,NA,prae,initial,Yurok,Algic
428,<none>,,P;S;Atr,,NA,NA,NA,Yurok,Algic
428,PLURAL,Number,NA,,NA,split,NA,Yurok,Algic
428,<none>,,NA,,NA,NA,NA,Yurok,Algic
428,ACC,Direction;Role,P,Pro,NA,post,NA,Yurok,Algic
428,PAST,Tense,NA,,NA,prae,NA,Yurok,Algic
428,Possessive prefix,Person,NA,,NA,prae,NA,Yurok,Algic
429,PLURAL,Number,NA,,NA,post,NA,Zuni,Zuni
429,S/O-AGR,Number;Role,Atr;Aditr;S,V,1,post,NA,Zuni,Zuni
429,OBJECT case,Referential;Role,T;P;G,N_or_Pro,NA,NA,NA,Zuni,Zuni
429,NEG,Polarity,NA,S,NA,simul,initial,Zuni,Zuni
429,S/O-AGR,Number;Role,S;P;T;G,V,-1,prae,NA,Zuni,Zuni
432,PLURAL,Number,NA,,NA,post,NA,Hanis (Coos),Coos
432,ERG,Role,NA,,NA,prae,NA,Hanis (Coos),Coos
432,NEG,Polarity,NA,V; Adv; N,NA,prae,NA,Hanis (Coos),Coos
432,<none>,,NA,,NA,NA,NA,Hanis (Coos),Coos
433,Initial lenition?  Initial sandhi?,Role,NA,N; V,NA,split,NA,Nivkh,Nivkh
433,<none>,,S;P;Atr,,NA,NA,NA,Nivkh,Nivkh
433,completive,TAM,NA,V,NA,post,NA,Nivkh,Nivkh
433,PLURAL,Number,NA,,NA,post,NA,Nivkh,Nivkh
433,NEG,Polarity,NA,V,NA,post,NA,Nivkh,Nivkh
434,DAT,Role,P,,NA,post,NA,Gurung,Sino-Tibetan
434,ABS,Role,S;P,,NA,NA,NA,Gurung,Sino-Tibetan
434,ERG,Role,Atr,,NA,post,NA,Gurung,Sino-Tibetan
435,Past,Number;Person,NA,,NA,NA,NA,Irish,Indo-European
435,NOM,Role,S,,NA,NA,NA,Irish,Indo-European
435,NEG,Polarity,NA,V,NA,prae,NA,Irish,Indo-European
435,ATTR,Role,NA,Num,NA,post,NA,Irish,Indo-European
435,S/A-AGR,Number;Person;Role;TAM,NA,V,NA,post,NA,Irish,Indo-European
435,GEN,Number,NA,,NA,NA,NA,Irish,Indo-European
435,PLURAL,Number,NA,,NA,post,NA,Irish,Indo-European
435,DAT,Role,NA,,NA,prae,NA,Irish,Indo-European
437,ABS,Role,P;S,,NA,NA,NA,Ku Waru,Chimbu-Wahgi
437,S/A-AGR,Number;Person;Role,Atr;S,V,NA,post,NA,Ku Waru,Chimbu-Wahgi
437,ERG,Role,Atr,N,NA,post,NA,Ku Waru,Chimbu-Wahgi
438,Possessive prefix,Number;Person,NA,N_or_Pro; Adj; DEM; Num,NA,prae,NA,Maybrat,West Papuan
438,LOC,Role,NA,NP,NA,prae,NA,Maybrat,West Papuan
438,NEG,Polarity,NA,S,NA,post,final,Maybrat,West Papuan
438,ATTR,Role,NA,NP; S,NA,prae,initial,Maybrat,West Papuan
438,<none>,Role,P;S;Aditr;Atr;T;G,,NA,NA,NA,Maybrat,West Papuan
438,<none>,,NA,,NA,NA,NA,Maybrat,West Papuan
438,<none>,,NA,,NA,NA,NA,Maybrat,West Papuan
438,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,NA,prae,NA,Maybrat,West Papuan
442,ERG,Role,NA,N_or_Pro,NA,NA,NA,Siuslaw (Lower Umpqua),Siuslawan
442,<none>,,NA,,NA,NA,NA,Siuslaw (Lower Umpqua),Siuslawan
442,NEG,Polarity,NA,V,NA,simul,NA,Siuslaw (Lower Umpqua),Siuslawan
443,NEG,Polarity,NA,S,NA,prae,initial,Songhai (Koyra Chiini),Songhai
443,PLURAL,Number,NA,,NA,post,final,Songhai (Koyra Chiini),Songhai
443,IPFV,Aspect;Polarity,NA,,NA,prae,NA,Songhai (Koyra Chiini),Songhai
443,<none>,,Atr;P;S,,NA,NA,NA,Songhai (Koyra Chiini),Songhai
443,GEN,,NA,N_or_Pro,NA,post,NA,Songhai (Koyra Chiini),Songhai
444,NOM,Role,P;Atr;S,,NA,NA,NA,Futuna (West),Austronesian
454,PLURAL,Number,NA,N-hum,NA,post,final,Rama,Chibchan
454,GEN,Role,NA,N_or_Pro,NA,post,NA,Rama,Chibchan
454,NEG,Polarity,NA,V; Adv,NA,prae,NA,Rama,Chibchan
454,DOM,Role,P;T,,NA,post,NA,Rama,Chibchan
454,PAST,Tense,NA,,NA,post,NA,Rama,Chibchan
454,NEG,Polarity,NA,V,NA,post,NA,Rama,Chibchan
454,POSS,Person,NA,N,NA,prae,NA,Rama,Chibchan
454,DAT,Role,G,,NA,post,NA,Rama,Chibchan
454,NOM,Role,T;P;Atr;S;Aditr,,NA,NA,NA,Rama,Chibchan
455,ERG,Role,NA,,NA,post,NA,Yup’ik (Central),Eskimo-Aleut
455,ABS,Role,NA,,NA,NA,NA,Yup’ik (Central),Eskimo-Aleut
456,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,1PRS,NA,NA,Persian,Indo-European
456,DOM,Role,P,,NA,post,NA,Persian,Indo-European
456,NEG,Polarity,NA,V,NA,prae,NA,Persian,Indo-European
456,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,1PRET,NA,NA,Persian,Indo-European
456,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,1PRET,NA,NA,Persian,Indo-European
456,NOM,Role,P;Atr;S,,NA,NA,NA,Persian,Indo-European
456,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,1PRS,NA,NA,Persian,Indo-European
456,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,1PRS,NA,NA,Persian,Indo-European
456,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,1PRS,NA,NA,Persian,Indo-European
456,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,1PRET,NA,NA,Persian,Indo-European
456,TENSE,Tense,NA,,NA,post,NA,Persian,Indo-European
456,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,1PRS,NA,NA,Persian,Indo-European
456,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,1PRS,NA,NA,Persian,Indo-European
456,Possessive suffix,Number;Person,NA,Pro,NA,post,NA,Persian,Indo-European
456,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,1PRET,NA,NA,Persian,Indo-European
456,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,1PRET,NA,NA,Persian,Indo-European
456,PLURAL,Number,NA,,NA,post,NA,Persian,Indo-European
456,Ezafe,Construct,NA,NP,NA,post,initial,Persian,Indo-European
456,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,NA,NA,NA,Persian,Indo-European
459,PLURAL,,NA,,NA,prae,NA,Zapotec (Isthmus),Otomanguean
460,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA,Jacaltec,Mayan
460,S/O-AGR,Number;Person;Role,P;S,V,-2,prae,NA,Jacaltec,Mayan
460,A-AGR,Number;Person;Role,NA,V,NA,prae,NA,Jacaltec,Mayan
460,S/O-AGR,Number;Person;Role,P;S,V,-2,prae,NA,Jacaltec,Mayan
460,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA,Jacaltec,Mayan
460,S/O-AGR,Number;Person;Role,P;S,V,-2,prae,NA,Jacaltec,Mayan
460,PLURAL,Number,NA,,NA,prae,NA,Jacaltec,Mayan
460,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA,Jacaltec,Mayan
460,<none>,,S;Atr;P,,NA,NA,NA,Jacaltec,Mayan
460,PAST,Tense,NA,,NA,prae,NA,Jacaltec,Mayan
460,S/O-AGR,Number;Person;Role,S;P;Atr,V,NA,prae,NA,Jacaltec,Mayan
460,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA,Jacaltec,Mayan
460,S/O-AGR,Number;Person;Role,S;P,V,-2,prae,NA,Jacaltec,Mayan
461,PLURAL,Number,NA,,NA,post,NA,Oneida,Iroquoian
461,NEG,Polarity,NA,V,NA,prae,NA,Oneida,Iroquoian
461,<none>,,NA,,NA,NA,NA,Oneida,Iroquoian
461,AOR,Tense,NA,V,NA,prae,NA,Oneida,Iroquoian
463,GEN,Role,NA,N_or_Pro,NA,post,final,Burmese,Sino-Tibetan
463,ACC,Role,P,N_or_Pro,NA,post,final,Burmese,Sino-Tibetan
463,NOM,Role;Topic,Atr;S,N_or_Pro,NA,post,final,Burmese,Sino-Tibetan
463,NEG,Polarity,NA,V,NA,prae,NA,Burmese,Sino-Tibetan
463,FUT,TAM,NA,V,NA,post,NA,Burmese,Sino-Tibetan
464,PLURAL,Gender;Number,NA,,NA,post,NA,Greek (modern),Indo-European
464,P-AGR,Number;Person;Role,P;T,V,NA,prae,NA,Greek (modern),Indo-European
464,ACC,Number;Role,P;T,N_or_Pro,NA,post,NA,Greek (modern),Indo-European
464,NEG,Polarity,NA,V,NA,prae,initial,Greek (modern),Indo-European
464,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,NA,post,NA,Greek (modern),Indo-European
464,GEN,Number;Role,G,N_or_Pro,NA,post,NA,Greek (modern),Indo-European
464,NOM,Number;Role,Aditr;S;Atr;T;P,N_or_Pro,NA,post,NA,Greek (modern),Indo-European
464,PAST,Number;Person;TAM;Voice,NA,V,NA,post,NA,Greek (modern),Indo-European
465,NOM,Role,S;Aditr;Atr,NP,NA,NA,NA,Maricopa,Yuman
465,ACC,Role,P;G;T,,NA,NA,NA,Maricopa,Yuman
465,POSS,PossClass,NA,,NA,prae,NA,Maricopa,Yuman
465,REALIS,TAM,NA,,NA,NA,NA,Maricopa,Yuman
465,POSS-AGR,Role,NA,,NA,prae,NA,Maricopa,Yuman
466,AGR,Person;Role,Atr;Aditr;S,V,-1,prae,NA,Sango,Adamawa-Ubangi
466,OBL,Role,NA,N_or_Pro,NA,prae,NA,Sango,Adamawa-Ubangi
466,OBL,Role,NA,,NA,prae,NA,Sango,Adamawa-Ubangi
466,<none>,,NA,,NA,NA,NA,Sango,Adamawa-Ubangi
466,NOM,,P;Atr;Aditr;S;T,,NA,NA,NA,Sango,Adamawa-Ubangi
466,S/A-AGR,Person;Role,S;Aditr;Atr,V,NA,prae,NA,Sango,Adamawa-Ubangi
467,POSS-AGR,Number;Person;Role,NA,,NA,post,NA,Paamese,Austronesian
467,POSS-CLASS,PossSem,NA,,NA,post,NA,Paamese,Austronesian
468,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,NA,post,NA,Newar (Dolakha),Sino-Tibetan
468,GEN,Role,Atr,,NA,post,final,Newar (Dolakha),Sino-Tibetan
468,LOC,Role,P;G,NP,NA,post,final,Newar (Dolakha),Sino-Tibetan
468,ERG,Role,Atr;Aditr,NP,NA,post,final,Newar (Dolakha),Sino-Tibetan
468,CVB,,NA,,NA,NA,NA,Newar (Dolakha),Sino-Tibetan
468,DAT,Role,P;T;G;Atr;S,NP,NA,post,final,Newar (Dolakha),Sino-Tibetan
468,ALL,Role,P;G;Atr,NP,NA,post,final,Newar (Dolakha),Sino-Tibetan
469,PAST,Tense,NA,,NA,post,NA,Awa Pit,Barbacoan
469,DOM,Role,P;T;G,NP,NA,post,NA,Awa Pit,Barbacoan
469,O-AGR,Number;Role,NA,V,NA,post,NA,Awa Pit,Barbacoan
469,GEN,Referential;Role,NA,N_or_Pro,NA,post,NA,Awa Pit,Barbacoan
469,NOM,Role,T;Aditr;Atr;S;P,,NA,post,NA,Awa Pit,Barbacoan
469,NEG,Polarity,NA,V,NA,simul,NA,Awa Pit,Barbacoan
469,S-AGR,Number;Role,NA,V,NA,post,NA,Awa Pit,Barbacoan
469,<none>,,NA,,NA,NA,NA,Awa Pit,Barbacoan
471,ACC,Role,P;G;T,NP,NA,post,final,Tsafiki,Barbacoan
471,NOM,Role,T;Aditr;Atr;S;G;P,,NA,NA,NA,Tsafiki,Barbacoan
471,DAT,Role,Atr;S;G,NP,NA,post,final,Tsafiki,Barbacoan
471,LOC,Role,G,NP,NA,post,final,Tsafiki,Barbacoan
477,NEG,Polarity,NA,XP,NA,prae,NA,Maká,Matacoan
477,PLURAL,Number,NA,,NA,post,spreading,Maká,Matacoan
480,S/A-AGR,Number;Role,Aditr;S;Atr,V,-1,prae,NA,Amanab,Border
480,NOM,Role,Aditr;P;T;Atr;S,,NA,NA,NA,Amanab,Border
480,ALL,Role,P,N,NA,post,NA,Amanab,Border
480,S/A-AGR,Number;Role,Aditr;S;Atr,V,NA,prae,NA,Amanab,Border
480,DAT,Role,G,N,NA,post,NA,Amanab,Border
480,S/A-AGR,Number;Role,Aditr;Atr;S,V,-1,prae,NA,Amanab,Border
481,ERG,Role,NA,N_or_Pro,NA,post,spreading,Svan,Kartvelian
481,NEG,Polarity,NA,V,NA,prae,NA,Svan,Kartvelian
483,NA,,NA,,NA,NA,NA,Lenakel,Austronesian
486,NOM,Role,S;P;Atr,,NA,NA,NA,Koiali (Mountain),Koiarian
488,NOM,Role,S;Atr;P,,NA,NA,NA,Babungo,Benue-Congo
490,<none>,,NA,,NA,NA,NA,Dan,Mande
491,ACC,Role,NA,N-proper,NA,prae,initial,Malagasy,Austronesian
491,OBL,Role,NA,NP,NA,post,initial,Malagasy,Austronesian
491,PAST,Tense,NA,V,NA,prae,NA,Malagasy,Austronesian
492,PLURAL,Number,NA,,NA,post,initial,Zoque (Copainalá),Mixe-Zoque
492,ERG,Role,Atr,,NA,post,NA,Zoque (Copainalá),Mixe-Zoque
492,PFV,Aspect,NA,,NA,post,NA,Zoque (Copainalá),Mixe-Zoque
493,DOM,Role,T;P;G;Atr;S,NP,NA,post,NA,Barasano,Tucánoan
493,LOC,Role,P;G,NP,NA,post,final,Barasano,Tucánoan
493,NEG,Polarity,NA,non-V,NA,prae,NA,Barasano,Tucánoan
493,PLURAL,Number,NA,,NA,post,NA,Barasano,Tucánoan
493,PAST PFV,Tense,NA,,NA,post,NA,Barasano,Tucánoan
493,S/A-AGR,Gender;Number;Person;Role,Aditr;Atr;S,V,NA,post,NA,Barasano,Tucánoan
493,NOM,Role,S;Atr;Aditr;P;T;G,,NA,NA,NA,Barasano,Tucánoan
493,NEG,Polarity,NA,V,NA,post,NA,Barasano,Tucánoan
494,<none>,Role,S;P;Atr,,NA,NA,NA,Vietnamese,Austroasiatic
494,NEG,Polarity,NA,XP,NA,prae,NA,Vietnamese,Austroasiatic
494,ANAPH,Referential,NA,N_or_Pro,NA,post,NA,Vietnamese,Austroasiatic
494,<none>,,NA,,NA,NA,NA,Vietnamese,Austroasiatic
494,PAST,Tense,NA,N; V,NA,prae,NA,Vietnamese,Austroasiatic
495,POSS,Role,NA,N_or_Pro,NA,prae,NA,Krongo,Kadugli-Krongo
495,PLURAL,Gender;Number;Role,NA,,NA,split,NA,Krongo,Kadugli-Krongo
495,GE,Role,NA,N_or_Pro,NA,prae,initial,Krongo,Kadugli-Krongo
495,<none>,,Atr;P;S,,NA,NA,NA,Krongo,Kadugli-Krongo
495,DAT,Role,NA,NP,NA,prae,initial,Krongo,Kadugli-Krongo
495,PAST,Tense,NA,V,NA,prae,NA,Krongo,Kadugli-Krongo
496,FUT,Tense,NA,,NA,prae,NA,Indonesian,Austronesian
496,PLURAL,Number,NA,,NA,NA,NA,Indonesian,Austronesian
496,<none>,,NA,,NA,NA,NA,Indonesian,Austronesian
497,CONJ,Connective,NA,,NA,prae,NA,Supyire,Senufo
497,PURP,Connective,NA,S,NA,prae,NA,Supyire,Senufo
497,LOC,Role,Atr;T;P;S,NP,NA,post,NA,Supyire,Senufo
497,PAST,Tense,NA,S,NA,post,initial,Supyire,Senufo
497,CONJ,Connective,NA,S,NA,prae,NA,Supyire,Senufo
497,LOC,Role,G;P,NP,NA,post,NA,Supyire,Senufo
497,ASSOC,Role,P,NP,NA,simul,NA,Supyire,Senufo
497,DAT,Role,Atr;G,NP,NA,post,NA,Supyire,Senufo
497,<none>,Role,Atr;T;Aditr;P;S;G,,NA,NA,NA,Supyire,Senufo
497,PLURAL,Gender;Number,NA,,NA,post,NA,Supyire,Senufo
497,POSS,Construct,NA,,NA,NA,NA,Supyire,Senufo
497,NEG,Polarity,NA,S,NA,post,final,Supyire,Senufo
498,<none>,,NA,,NA,NA,NA,Otomi (Mezquital),Otomanguean
498,PRONOUN,Person,NA,,NA,prae,NA,Otomi (Mezquital),Otomanguean
498,TAM,Person;Role;Tense,NA,,NA,prae,NA,Otomi (Mezquital),Otomanguean
498,NEG,,NA,VP,NA,prae,initial,Otomi (Mezquital),Otomanguean
499,PLURAL,Number,NA,,NA,post,spreading,Bukiyip,Torricelli
499,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,NA,prae,NA,Bukiyip,Torricelli
499,O-AGR,Number;Person;Role,G;T;P,V,NA,post,NA,Bukiyip,Torricelli
499,<none>,,S;T;P;G;Atr;Aditr,,NA,NA,NA,Bukiyip,Torricelli
499,NEG,Polarity,NA,V,NA,simul,NA,Bukiyip,Torricelli
499,Irrealis,TAM,NA,,NA,prae,NA,Bukiyip,Torricelli
500,PAST,Tense,NA,PRED,NA,prae,on head,Hmong Njua,Miao-Yao
500,NEG,Polarity,NA,V,NA,prae,NA,Hmong Njua,Miao-Yao
500,PFV,Aspect,NA,S,NA,post,final,Hmong Njua,Miao-Yao
500,<none>,,S;P;Atr,,NA,NA,NA,Hmong Njua,Miao-Yao
500,POSS_NOUN,Role,NA,N_or_Pro,NA,post,NA,Hmong Njua,Miao-Yao
501,DSM,Role,NA,,NA,post,final,Meithei,Sino-Tibetan
501,POSS-AGR,Number;Person;Role,NA,N_or_Pro,NA,post,NA,Meithei,Sino-Tibetan
501,MIRATIVE,TAM,NA,,NA,post,NA,Meithei,Sino-Tibetan
501,ATTR,Construct,NA,,NA,NA,NA,Meithei,Sino-Tibetan
501,GEN,Role,NA,N_or_Pro,NA,NA,NA,Meithei,Sino-Tibetan
502,LOC,Role,Atr;P,NP; Pro,NA,post,final,Turkish,Turkic
502,INSTR,Role,P,NP; Pro,NA,post,final,Turkish,Turkic
502,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V; PRED,3,post,NA,Turkish,Turkic
502,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V; PRED,3,post,NA,Turkish,Turkic
502,DAT,Role,P;G,NP; S; Pro,NA,post,final,Turkish,Turkic
502,ABL,Role,P,NP; Pro,NA,post,final,Turkish,Turkic
502,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V; PRED,3,post,NA,Turkish,Turkic
502,ACC,Role,T;P,,NA,post,final,Turkish,Turkic
502,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V; PRED,3,post,NA,Turkish,Turkic
502,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V; PRED,NA,post,NA,Turkish,Turkic
502,CVB,,NA,,NA,NA,NA,Turkish,Turkic
502,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V; PRED,3,post,NA,Turkish,Turkic
502,NOM,Role,P;Atr;S;Aditr;T,,NA,NA,NA,Turkish,Turkic
502,POSS-AGR,Number;Person;Role,NA,NP,NA,post,final,Turkish,Turkic
502,PAST,TAM,NA,V,NA,post,NA,Turkish,Turkic
502,GEN,Role,NA,NP,NA,post,final,Turkish,Turkic
503,GEN,Role,NA,Pro,NA,NA,final,Yaqui,Uto-Aztecan
503,DAT,Role,G,N_or_Pro,NA,post,spreading,Yaqui,Uto-Aztecan
503,ACC,Number;Role,T;G;P,N_or_Pro; Adj,NA,post,spreading,Yaqui,Uto-Aztecan
503,PFV,TA,NA,V,NA,post,NA,Yaqui,Uto-Aztecan
503,LOC,Role,G,NP,NA,post,final,Yaqui,Uto-Aztecan
503,POSS,Construct,NA,,NA,post,NA,Yaqui,Uto-Aztecan
503,NOM,Number;Role,Aditr;S;T;Atr;G;P,N_or_Pro; Adj,NA,post,spreading,Yaqui,Uto-Aztecan
504,PLURAL,Number,NA,V; Adj; N,NA,post,NA,Grebo,Kru
504,GEN,Role,NA,N,NA,post,NA,Grebo,Kru
504,NEG,Polarity,NA,V,NA,simul,NA,Grebo,Kru
504,POSS-PRO,Number;Person;Role,NA,,NA,prae,NA,Grebo,Kru
504,PAST,Tense,NA,V,NA,NA,NA,Grebo,Kru
504,PLURAL,Number,NA,,NA,post,NA,Grebo,Kru
504,<none>,,P;Atr;S,,NA,NA,NA,Grebo,Kru
505,<none>,,NA,,NA,NA,NA,Daga,Dagan
505,NEG,Polarity,NA,V,NA,prae,NA,Daga,Dagan
505,PLURAL.INAL,Number,NA,N-inal,NA,post,NA,Daga,Dagan
505,PAST,Number;Person;Role;Tense,NA,V,NA,post,NA,Daga,Dagan
505,POSS-AGR.ALIEN,Number;Person;PossSem;Role,NA,N,NA,post,NA,Daga,Dagan
505,<none>,,Atr;S;P,,NA,NA,NA,Daga,Dagan
505,POSS-AGR.INAL,Number;Person;PossSem;Role,NA,N,NA,post,spreading,Daga,Dagan
509,NEG,Polarity,NA,S,NA,prae,initial,Totonac (Papantla),Totonac-Tepehuan
511,Possessive suffix,Number;Person,NA,N,NA,post,final,Greenlandic Eskimo (West),Eskimo-Aleut
511,INSTR,,NA,,NA,post,NA,Greenlandic Eskimo (West),Eskimo-Aleut
511,PAST,TA,NA,,NA,post,NA,Greenlandic Eskimo (West),Eskimo-Aleut
511,ERG/GEN,Number;Role,NA,,NA,post,final,Greenlandic Eskimo (West),Eskimo-Aleut
512,NEG,Polarity,NA,,NA,prae,NA,Apurina,Arawakan
512,NEG,Polarity,NA,V,NA,prae,NA,Apurina,Arawakan
512,Construct state,Role,NA,,NA,post,NA,Apurina,Arawakan
512,NOM,Role,Atr;P;S,,NA,NA,NA,Apurina,Arawakan
512,S/A-AGR,Gender;Number;Person;Role,NA,V,NA,split,NA,Apurina,Arawakan
512,<none>,,NA,,NA,NA,NA,Apurina,Arawakan
512,FUT,Tense,NA,,NA,post,NA,Apurina,Arawakan
512,Possessive prefix,Number;Person,NA,,NA,prae,NA,Apurina,Arawakan
512,O-AGR,Gender;Number;Person;Role,G;P,V,NA,post,NA,Apurina,Arawakan
512,PLURAL,Number,NA,,NA,post,NA,Apurina,Arawakan
514,NEG,Polarity,NA,,NA,simul,NA,Aymara,Aymaran
514,DAT,Role,NA,,NA,post,NA,Aymara,Aymaran
514,PLURAL,Number,NA,,NA,post,NA,Aymara,Aymaran
514,Recent past,Number;Person,NA,,NA,post,NA,Aymara,Aymaran
514,NEG,Polarity,NA,V,NA,post,NA,Aymara,Aymaran
515,NEG,Polarity,NA,V,NA,post,NA,Bagirmi,Bongo-Bagirmi
515,Pronom. object,Number;Person;Role,P,Pro,NA,post,NA,Bagirmi,Bongo-Bagirmi
515,DEF,Number;Person;TAM,NA,,NA,NA,NA,Bagirmi,Bongo-Bagirmi
515,Pronom. subject,Number;Person;Role,NA,,NA,prae,NA,Bagirmi,Bongo-Bagirmi
515,PLURAL,Number,NA,,NA,post,final,Bagirmi,Bongo-Bagirmi
515,Genitive case?,Role,NA,,NA,prae,NA,Bagirmi,Bongo-Bagirmi
515,<none>,,P;Atr;S,,NA,NA,NA,Bagirmi,Bongo-Bagirmi
