LID,AUTOTYPLabel,Exponence,Roles,HostCat,Slot,Position.binned5,Behavior.binned4,Language,Stock
340,CVB,,NA,,NA,NA,NA,Russian,Indo-European
340,S/A-AGR,Gender;Number;Role,Atr;Aditr;S,V,2,post,NA,Russian,Indo-European
342,PLURAL,Number,NA,,NA,post,NA,Sahaptin,Plateau Penutian
343,<none>,,NA,,NA,NA,NA,Sahu,West Papuan
343,CORE,Role,S;Aditr;P;Atr;T;G,,NA,NA,NA,Sahu,West Papuan
343,POSS-AGR,Number;Person,NA,,NA,prae,NA,Sahu,West Papuan
343,OBL,Role,NA,N,NA,NA,NA,Sahu,West Papuan
345,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,NA,post,NA,Salt-Yui,Chimbu-Wahgi
345,Possessive suffix,,NA,,NA,post,NA,Salt-Yui,Chimbu-Wahgi
345,NEG,Polarity,NA,V,NA,split,NA,Salt-Yui,Chimbu-Wahgi
345,Possessive prefix,,NA,,NA,prae,NA,Salt-Yui,Chimbu-Wahgi
345,<none>,,NA,,NA,NA,NA,Salt-Yui,Chimbu-Wahgi
346,NEG,,NA,,NA,prae,NA,Samoan,Austronesian
346,NA,PossSem,NA,N,NA,prae,NA,Samoan,Austronesian
346,POSS-PRO,PossSem;Role,NA,Pro,NA,in,NA,Samoan,Austronesian
347,POSS,Number;Person,NA,,NA,post,NA,Sandawe,Sandawe
348,ERG,Role,Atr,,NA,NA,NA,Sanuma,Yanomaman
348,PLURAL,Number;Referential,NA,,NA,post,final,Sanuma,Yanomaman
348,PAST,TAM,NA,,NA,NA,NA,Sanuma,Yanomaman
349,O role index,Number;Role,NA,,NA,prae,NA,Seneca,Iroquoian
349,NEG,Polarity,NA,,NA,prae,NA,Seneca,Iroquoian
349,PLURAL,Number,NA,,NA,post,NA,Seneca,Iroquoian
349,S/A-AGR,,NA,,NA,prae,NA,Seneca,Iroquoian
350,NA,,NA,N,NA,prae,NA,Sentani,Sentani
350,(Genitive) case word?,Role,NA,N,NA,post,NA,Sentani,Sentani
350,ACC,Role,NA,,NA,NA,NA,Sentani,Sentani
350,<none>,,NA,,NA,NA,NA,Sentani,Sentani
350,NEG,Polarity,NA,V,NA,prae,NA,Sentani,Sentani
352,<none>,,NA,,NA,NA,NA,Shuar,Jivaroan
354,POSS-ALIEN,Construct;PossSem,NA,,NA,post,NA,Slave,Na-Dene
354,POSS-AGR,Number;Person;Role,NA,N-inal,NA,prae,NA,Slave,Na-Dene
354,<none>,,P;S;Atr,,NA,NA,NA,Slave,Na-Dene
354,PFV,TAM,NA,V,NA,prae,NA,Slave,Na-Dene
354,PLURAL,Number,NA,,NA,post,NA,Slave,Na-Dene
354,NEG,Polarity,NA,V,NA,post,NA,Slave,Na-Dene
354,POSS-INAL,,NA,,NA,post,NA,Slave,Na-Dene
354,POSS-PRO,Number;Person;Role,NA,N-alien,NA,prae,NA,Slave,Na-Dene
355,NEG,Polarity,NA,,NA,prae,NA,Somali,Cushitic
355,PLURAL,Number,NA,,NA,split,NA,Somali,Cushitic
355,GEN,Role,NA,,NA,split,NA,Somali,Cushitic
355,POSS,,NA,Pro,NA,NA,NA,Somali,Cushitic
356,NOM,Role,Aditr;S;Atr,,NA,post,NA,Miwok (Southern Sierra),Yokuts-Utian
356,NEG,,NA,,NA,prae,NA,Miwok (Southern Sierra),Yokuts-Utian
356,OBJECT case,Role,G;P,,NA,post,NA,Miwok (Southern Sierra),Yokuts-Utian
356,PLURAL,Number,NA,,NA,post,NA,Miwok (Southern Sierra),Yokuts-Utian
356,Perfect,TA,NA,,NA,post,NA,Miwok (Southern Sierra),Yokuts-Utian
356,INSTR,Role,T,,NA,NA,NA,Miwok (Southern Sierra),Yokuts-Utian
357,PP,Role,G,NP,NA,prae,NA,Squamish,Salishan
357,PP,Role,G,NP,NA,prae,NA,Squamish,Salishan
357,<none>,Role,S;Atr;Aditr;P;T,,NA,NA,NA,Squamish,Salishan
357,Possessive affix,Number;Person,NA,,NA,split,NA,Squamish,Salishan
357,NEG,Polarity,NA,S,NA,prae,initial,Squamish,Salishan
357,PAST,Tense,NA,,NA,prae,NA,Squamish,Salishan
357,OBL,Role,P,Pro,NA,prae,NA,Squamish,Salishan
357,PLURAL,,NA,N-anim,NA,prae,NA,Squamish,Salishan
358,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,NA,post,NA,Suena,Greater Binanderean
358,PLURAL,,NA,N-kin,NA,NA,NA,Suena,Greater Binanderean
358,GEN,Role,NA,N_or_Pro,NA,NA,NA,Suena,Greater Binanderean
358,NOM,Role,T;S;P,,NA,NA,NA,Suena,Greater Binanderean
358,DAT,Role,G,NP,NA,post,NA,Suena,Greater Binanderean
358,ERG/INSTR,Role,Atr;Aditr,N,NA,post,NA,Suena,Greater Binanderean
359,<none>,Role,S;Atr;P,,NA,NA,NA,Sulka,Sulka
359,NEG,Polarity,NA,V,NA,prae,NA,Sulka,Sulka
359,O role index,Number;Role,NA,V,NA,NA,NA,Sulka,Sulka
359,NA,,NA,,NA,NA,NA,Sulka,Sulka
359,OBJECT introducer,Role,NA,N,NA,prae,NA,Sulka,Sulka
359,S-AGR,Number;Person;Role;TAM,NA,,NA,NA,NA,Sulka,Sulka
359,NA,,NA,,NA,NA,NA,Sulka,Sulka
360,NA,Number;Person,NA,N,NA,post,NA,Sumerian,Sumerian
360,Genitive case,Role,NA,N,NA,post,NA,Sumerian,Sumerian
360,ERG,Role,NA,NP,NA,post,final,Sumerian,Sumerian
361,O-AGR,Gender;Number;Person;Role,P,V,-1,prae,NA,Swahili,Benue-Congo
361,O-AGR,Gender;Number;Person;Role,P,V,-1,prae,NA,Swahili,Benue-Congo
361,APPL,Role,NA,,NA,post,NA,Swahili,Benue-Congo
361,S/A-AGR,Gender;Number;Person;Role,S;Atr,V,-3,prae,NA,Swahili,Benue-Congo
361,NA,,NA,,NA,NA,NA,Swahili,Benue-Congo
361,O-AGR,Gender;Number;Person;Role,P,V,-1,prae,NA,Swahili,Benue-Congo
361,O-AGR,Gender;Number;Person;Role,P,V,-1,prae,NA,Swahili,Benue-Congo
361,S/A-AGR,Gender;Number;Person;Role,S;Aditr;G;Atr;P,V,NA,prae,NA,Swahili,Benue-Congo
361,O-AGR,Gender;Number;Person;Role,P,V,-1,prae,NA,Swahili,Benue-Congo
361,S/A-AGR,Gender;Number;Person;Role,S;Atr,V,-3,prae,NA,Swahili,Benue-Congo
361,O-AGR,Gender;Number;Person;Role,NA,V,NA,prae,NA,Swahili,Benue-Congo
361,<none>,Role,Atr;P;S,,NA,NA,NA,Swahili,Benue-Congo
361,S/A-AGR,Gender;Number;Person;Role,Atr;S,V,-3,prae,NA,Swahili,Benue-Congo
361,S/A-AGR,Gender;Number;Person;Role,S;Atr,V,-3,prae,NA,Swahili,Benue-Congo
361,PAST,TAM,NA,V,NA,prae,NA,Swahili,Benue-Congo
361,NA,,NA,,NA,NA,NA,Swahili,Benue-Congo
361,SEQ,,NA,,NA,prae,NA,Swahili,Benue-Congo
361,S/A-AGR,Gender;Number;Person;Role,Atr;S,V,-3,prae,NA,Swahili,Benue-Congo
362,NA,Number;Role,NA,,NA,split,NA,Tagalog,Austronesian
362,NOM,Referential;Role,P;S;Atr,NP,NA,prae,initial,Tagalog,Austronesian
362,PFV,TAM,NA,V,NA,prae,NA,Tagalog,Austronesian
362,DAT,,NA,NP,NA,prae,initial,Tagalog,Austronesian
362,OBL,,Atr;P;S,NP,NA,prae,initial,Tagalog,Austronesian
362,LINKER,Role,NA,N_or_Pro,NA,NA,NA,Tagalog,Austronesian
362,PLURAL,Number,NA,,NA,prae,NA,Tagalog,Austronesian
362,NEG,Polarity,NA,XP,NA,prae,initial,Tagalog,Austronesian
363,PLURAL,Number,NA,,NA,post,NA,Takelma,Takelma-Kalapuyan
363,<none>,,NA,,NA,NA,NA,Takelma,Takelma-Kalapuyan
363,NEG,Polarity,NA,V,NA,prae,NA,Takelma,Takelma-Kalapuyan
365,OBJECT case,Role,T;P;G,NP,NA,post,final,Tarascan,Tarascan
365,PLURAL,Number,NA,N-anim,NA,post,NA,Tarascan,Tarascan
365,TAM,TAM,NA,,NA,post,NA,Tarascan,Tarascan
365,NEG,Polarity,NA,XP,NA,prae,initial,Tarascan,Tarascan
365,LOC,Role,G;P,NP,NA,post,final,Tarascan,Tarascan
367,TOP,,NA,,NA,NA,NA,Tauya,Madang
367,POSS-PRO,Role,NA,N_or_Pro,NA,post,NA,Tauya,Madang
367,GEN,Role,NA,N,NA,post,NA,Tauya,Madang
367,NEG,Polarity,NA,V,NA,prae,NA,Tauya,Madang
367,ERG,Role,Aditr;Atr,NP,NA,post,final,Tauya,Madang
367,BUT,,NA,,NA,NA,NA,Tauya,Madang
367,NA,,NA,,NA,NA,NA,Tauya,Madang
367,NA,Number;Person,NA,,NA,NA,NA,Tauya,Madang
367,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,NA,post,NA,Tauya,Madang
367,PLURAL,Number,NA,,NA,post,NA,Tauya,Madang
368,PLURAL,Number,NA,N-hum; N-kin; Body_part,NA,prae,spreading,Tawala,Austronesian
368,POSS-AGR,Number;Person;Role,NA,,NA,prae,NA,Tawala,Austronesian
368,NEG,Polarity,NA,,NA,prae,NA,Tawala,Austronesian
368,Possessive suffix,Number;Person,NA,,NA,post,NA,Tawala,Austronesian
369,POSS,Number;Person,NA,,NA,NA,NA,Tehit,West Papuan
369,Genitive case,Role,NA,Pro,NA,NA,NA,Tehit,West Papuan
369,Possessive prefix,Number;Person,NA,,NA,prae,NA,Tehit,West Papuan
369,NOM,Role,Atr;T;S;Aditr;P,,NA,NA,NA,Tehit,West Papuan
369,DAT,Role,NA,NP,NA,prae,NA,Tehit,West Papuan
369,S/A-AGR,Gender;Number;Person;Role,Atr;Aditr;S,V,NA,prae,NA,Tehit,West Papuan
369,PLURAL,Number,NA,,NA,post,NA,Tehit,West Papuan
370,POSS-PRO,Number;Person;Role,NA,N_or_Pro,NA,post,NA,Telefol,Macro-Ok
372,PAST,Role,NA,,NA,post,NA,Tepehua (Huehuetla),Totonac-Tepehuan
372,NOM,Role,Atr;T;S;G;Aditr;P,,NA,NA,NA,Tepehua (Huehuetla),Totonac-Tepehuan
372,LOC,Role,P;G,N,NA,prae,NA,Tepehua (Huehuetla),Totonac-Tepehuan
372,PLURAL,Number,NA,,NA,post,NA,Tepehua (Huehuetla),Totonac-Tepehuan
373,NOM,,Aditr;Atr;P;S;T,,NA,NA,NA,Tera,Chadic
373,Perfective,TA,NA,,NA,prae,NA,Tera,Chadic
373,PLURAL,,NA,,NA,post,NA,Tera,Chadic
373,LOC,,G;P,NP,NA,prae,NA,Tera,Chadic
373,S/A-AGR,Number;Role,Aditr;Atr;P;S,VP,NA,post,NA,Tera,Chadic
373,GEN,,NA,N_or_Pro,NA,NA,NA,Tera,Chadic
373,ASSOC,,Atr,NP,NA,prae,NA,Tera,Chadic
373,ACC,Role,T;P,Pro,NA,NA,NA,Tera,Chadic
373,S/A-AGR,Number;Role,S;Atr;P;Aditr,VP,1,post,NA,Tera,Chadic
373,DAT,Role,G,NP,NA,prae,initial,Tera,Chadic
374,S/A-AGR,Number;Role,NA,V,NA,NA,NA,Thai,Tai-Kadai
374,<none>,,NA,,NA,NA,NA,Thai,Tai-Kadai
374,S/A-AGR,Number;Role,NA,V,1,NA,NA,Thai,Tai-Kadai
374,GEN,Role,NA,N_or_Pro,NA,prae,NA,Thai,Tai-Kadai
374,GEN,Role,NA,,NA,prae,NA,Thai,Tai-Kadai
374,<none>,Role,S;Atr;Aditr;T;P,,NA,NA,NA,Thai,Tai-Kadai
374,NEG,Polarity,NA,V,NA,prae,NA,Thai,Tai-Kadai
374,PAST,TAM,NA,V,NA,prae,NA,Thai,Tai-Kadai
374,DAT,Role,G,NP,NA,NA,NA,Thai,Tai-Kadai
375,AOR,Person;TAM,NA,V,NA,post,NA,Tibetan (Standard Spoken),Sino-Tibetan
375,ABS,Role,NA,NP,NA,NA,final,Tibetan (Standard Spoken),Sino-Tibetan
375,DAT,,NA,NP,NA,post,final,Tibetan (Standard Spoken),Sino-Tibetan
375,PLURAL,,NA,,NA,post,final,Tibetan (Standard Spoken),Sino-Tibetan
375,NEG,Polarity,NA,V,NA,prae,NA,Tibetan (Standard Spoken),Sino-Tibetan
375,ERG,Role,NA,NP,NA,post,final,Tibetan (Standard Spoken),Sino-Tibetan
377,PLURAL,Number,NA,,NA,post,NA,Timucua,Timucua
377,NEG,,NA,,NA,post,NA,Timucua,Timucua
378,PLURAL,Number,NA,N-hum,NA,post,NA,Tiwi,Tiwi
378,S-AGR,Number;Person;Role,NA,V,NA,prae,NA,Tiwi,Tiwi
378,Possessive word ad head,Number;Person;Role,NA,N,NA,prae,NA,Tiwi,Tiwi
378,<none>,,NA,,NA,prae,NA,Tiwi,Tiwi
378,<none>,,Atr;S;P,,NA,NA,NA,Tiwi,Tiwi
378,O-AGR,Number;Person;Role,NA,V,NA,prae,NA,Tiwi,Tiwi
378,NEG,Polarity,NA,VP,NA,prae,initial,Tiwi,Tiwi
379,PLURAL,Number,NA,,NA,post,NA,Tlingit,Na-Dene
379,NOM,Role,Aditr;S;Atr,,NA,post,NA,Tlingit,Na-Dene
379,ABS,Role,P;T;G,,NA,post,NA,Tlingit,Na-Dene
379,PFV,Aspect,NA,,NA,prae,NA,Tlingit,Na-Dene
381,NA,Construct,NA,,NA,post,NA,Tolai,Austronesian
381,NA,,NA,,NA,NA,NA,Tolai,Austronesian
381,NA,Number;Person,NA,,NA,post,NA,Tolai,Austronesian
381,NEG,,NA,,NA,prae,NA,Tolai,Austronesian
382,PLURAL,Number,NA,,NA,post,NA,Tonkawa,Tonkawa
382,ACC,Role,NA,N_or_Pro,NA,post,final,Tonkawa,Tonkawa
382,NEG,Polarity,NA,V,NA,post,NA,Tonkawa,Tonkawa
383,NA,Focus;Tense,NA,,NA,NA,NA,Trumaí,Trumaí
383,PLURAL,,NA,,NA,post,NA,Trumaí,Trumaí
383,NOM,Role,T;S;Atr;P,,NA,NA,NA,Trumaí,Trumaí
383,NEG,Polarity,NA,V; Adj; Adv; Quant,NA,post,NA,Trumaí,Trumaí
383,ERG,Role,Aditr;Atr,NP,NA,post,NA,Trumaí,Trumaí
383,DAT,Role,P;G,NP,NA,post,NA,Trumaí,Trumaí
384,GEN,Role,NA,,NA,prae,initial,Tukang Besi,Austronesian
384,NOM,Referential;Role,Atr;P;S,N_or_Pro,NA,prae,initial,Tukang Besi,Austronesian
384,CORE,Referential;Role,Atr;P,N_or_Pro,NA,prae,initial,Tukang Besi,Austronesian
384,POSS-INAL,Number;PossSem,NA,,NA,post,NA,Tukang Besi,Austronesian
384,S/A-AGR,Number;Person;Role;TAM,S;Atr;P,V,NA,prae,NA,Tukang Besi,Austronesian
384,O-AGR,Number;Person;Role,P,V,NA,post,NA,Tukang Besi,Austronesian
384,NEG,Polarity,NA,VP,NA,prae,initial,Tukang Besi,Austronesian
384,POSS-PRO,Number;Person;Role,NA,N,NA,post,NA,Tukang Besi,Austronesian
384,<none>,,NA,,NA,NA,NA,Tukang Besi,Austronesian
385,PLURAL,Number;Role,NA,,NA,post,NA,Tümpisa Shoshone,Uto-Aztecan
385,NEG,Polarity,NA,V,NA,NA,initial,Tümpisa Shoshone,Uto-Aztecan
385,S/O-AGR,Number;Role,NA,V,NA,NA,NA,Tümpisa Shoshone,Uto-Aztecan
385,ACC,Role,P,N; Pro,NA,post,NA,Tümpisa Shoshone,Uto-Aztecan
385,ANTIP,,NA,V,NA,prae,NA,Tümpisa Shoshone,Uto-Aztecan
385,NOM,Role,S;Atr,N; Pro,NA,post,NA,Tümpisa Shoshone,Uto-Aztecan
385,PASS,,NA,V,NA,prae,NA,Tümpisa Shoshone,Uto-Aztecan
386,NEG,Polarity,NA,V,NA,post,NA,Tunica,Tunica
386,<none>,,NA,,NA,NA,NA,Tunica,Tunica
386,<none>,,P;S;Atr,,NA,NA,NA,Tunica,Tunica
386,PLURAL,Number,NA,,NA,post,NA,Tunica,Tunica
387,ACC,Role,P,N_or_Pro,NA,post,final,Tuva,Turkic
387,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,3,post,NA,Tuva,Turkic
387,NEG,Polarity,NA,V,NA,post,NA,Tuva,Turkic
387,S/A-AGR,,NA,V,3,post,NA,Tuva,Turkic
387,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,NA,post,NA,Tuva,Turkic
387,NOM,Role,Atr;S;P,,NA,NA,NA,Tuva,Turkic
387,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,3,post,NA,Tuva,Turkic
387,PLURAL,Number,NA,,NA,post,NA,Tuva,Turkic
387,GEN,Role,NA,N_or_Pro,NA,post,NA,Tuva,Turkic
387,Possessive suffix,Number;Person,NA,N,NA,post,NA,Tuva,Turkic
387,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,3,post,NA,Tuva,Turkic
387,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,3,post,NA,Tuva,Turkic
387,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,3,post,NA,Tuva,Turkic
388,O-AGR,Number;Person;Role,P;S,V,-2,prae,NA,Tzutujil,Mayan
388,O-AGR,Number;Person;Role,P;Atr;S,V,NA,prae,NA,Tzutujil,Mayan
388,A-AGR,Number;Person;Role,NA,V,NA,prae,NA,Tzutujil,Mayan
388,O-AGR,Number;Person;Role,P;S,V,-2,prae,NA,Tzutujil,Mayan
388,NEG,Polarity,NA,S,NA,post,initial,Tzutujil,Mayan
388,O-AGR,Number;Person;Role,S;P,V,-2,prae,NA,Tzutujil,Mayan
388,LOC,Role,G;P,,NA,prae,NA,Tzutujil,Mayan
388,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA,Tzutujil,Mayan
388,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA,Tzutujil,Mayan
388,O-AGR,Number;Person;Role,P;S,V,-2,prae,NA,Tzutujil,Mayan
388,<none>,,S;Atr;Aditr;P;T,,NA,NA,NA,Tzutujil,Mayan
388,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA,Tzutujil,Mayan
388,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA,Tzutujil,Mayan
388,O-AGR,Number;Person;Role,S;P,V,-2,prae,NA,Tzutujil,Mayan
388,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA,Tzutujil,Mayan
388,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA,Tzutujil,Mayan
388,PLURAL,Number,NA,,NA,post,NA,Tzutujil,Mayan
390,Possessive prefix,Gender,NA,,NA,prae,NA,Ungarinjin,Worrorran
390,LAT,Role,S;G;P,NP,NA,post,final,Ungarinjin,Worrorran
390,AGR,Gender;Number;Person;Role,NA,V,NA,prae,NA,Ungarinjin,Worrorran
390,Possessive suffix,,NA,,NA,post,NA,Ungarinjin,Worrorran
390,PLURAL,Number,NA,,NA,NA,NA,Ungarinjin,Worrorran
390,DAT,Role,P;G,NP,NA,post,final,Ungarinjin,Worrorran
390,Genitive case word,,NA,,NA,post,NA,Ungarinjin,Worrorran
390,NEG,Polarity,NA,V,NA,prae,NA,Ungarinjin,Worrorran
390,<none>,,S;T;Atr;Aditr;P;G,,NA,NA,NA,Ungarinjin,Worrorran
391,Genitive case,Role,NA,N_or_Pro,NA,post,NA,Uradhi,Pama-Nyungan
391,OBL,Role,G,N; Pro,NA,post,NA,Uradhi,Pama-Nyungan
391,<none>,,NA,,NA,NA,NA,Uradhi,Pama-Nyungan
391,NEG,Polarity,NA,,NA,prae,NA,Uradhi,Pama-Nyungan
391,ERG,Role,Atr;Aditr,N,NA,post,spreading,Uradhi,Pama-Nyungan
391,ABS,Role,Atr;Aditr;S;P;T,,NA,NA,NA,Uradhi,Pama-Nyungan
391,NOM,Role,NA,Pro,NA,NA,NA,Uradhi,Pama-Nyungan
391,ACC,Role,T;P,N; Pro,NA,post,NA,Uradhi,Pama-Nyungan
393,<none>,,NA,,NA,NA,NA,Usan,Madang
393,O-AGR,Number;Person;Role,P;G,V,-1,prae,NA,Usan,Madang
393,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA,Usan,Madang
393,S/A-AGR,Number;Person;Role,P;Atr;G;S;Aditr,V,NA,post,NA,Usan,Madang
393,POSS-PRO,,NA,N,NA,NA,NA,Usan,Madang
393,O-AGR,Number;Person;Role,P;G,V,-1,prae,NA,Usan,Madang
393,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA,Usan,Madang
393,O-AGR,Number;Person;Role,NA,V,-1,prae,NA,Usan,Madang
393,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA,Usan,Madang
393,NOM,Role,P;Atr;S,,NA,NA,NA,Usan,Madang
393,NA,,NA,,NA,NA,NA,Usan,Madang
393,TOP,,NA,,NA,NA,NA,Usan,Madang
393,NEG,,NA,V,NA,prae,NA,Usan,Madang
393,Genitive case,,NA,Pro,NA,NA,NA,Usan,Madang
393,NA,,NA,,NA,NA,NA,Usan,Madang
395,possessive word,Number;Person;Role;Sex,NA,,NA,post,NA,Vanimo,Macro-Skou
395,POSS-AGR,Number;Person,NA,,NA,post,NA,Vanimo,Macro-Skou
395,<none>,,NA,,NA,NA,NA,Vanimo,Macro-Skou
395,<none>,,NA,,NA,NA,NA,Vanimo,Macro-Skou
395,ASPECT,Aspect,NA,V,NA,post,NA,Vanimo,Macro-Skou
395,FUT,Tense,NA,,NA,NA,NA,Vanimo,Macro-Skou
397,NEG,Polarity,NA,V,NA,prae,NA,Waorani,Sabelan
398,PLURAL,Number,NA,N-hum,NA,post,NA,Wappo,Yuki-Wappo
398,PASS,Voice,NA,V,NA,NA,NA,Wappo,Yuki-Wappo
398,DAT,Role,G,N; Pro,NA,NA,NA,Wappo,Yuki-Wappo
398,NEG,Polarity,NA,V,NA,post,NA,Wappo,Yuki-Wappo
398,ACC,Role,P;T,N; Pro,NA,NA,NA,Wappo,Yuki-Wappo
398,NOM,Role,Aditr;S;Atr,N; Pro,NA,NA,NA,Wappo,Yuki-Wappo
399,PLURAL,Number,NA,,NA,post,NA,Warao,Warao
399,DAT,Role,NA,,NA,post,NA,Warao,Warao
399,Genitive case word,,NA,,NA,NA,NA,Warao,Warao
399,NOM,Role,S;P;Atr,,NA,NA,NA,Warao,Warao
399,TENSE,TAM,NA,,NA,post,NA,Warao,Warao
399,NEG,Polarity,NA,V,NA,post,NA,Warao,Warao
399,Possessive prefix,Number;Person,NA,,NA,prae,NA,Warao,Warao
400,NEG,,NA,,NA,NA,NA,Waray,Gunwingguan
400,<none>,,NA,,NA,NA,NA,Waray,Gunwingguan
400,DAT,Role,NA,N_or_Pro,NA,post,NA,Waray,Gunwingguan
401,ERG,Role,Atr,,NA,post,NA,Wardaman,Wagiman - Wardaman
401,PLURAL,,NA,,NA,post,NA,Wardaman,Wagiman - Wardaman
401,PAST,Tense,NA,,NA,post,NA,Wardaman,Wagiman - Wardaman
401,NEG,Polarity,NA,,NA,prae,NA,Wardaman,Wagiman - Wardaman
402,AGR,Number;Person;Role,Atr;Aditr;S,V,NA,prae,NA,Warembori,Lower Mamberamo
402,<none>,,NA,,NA,NA,NA,Warembori,Lower Mamberamo
402,PLURAL,Number,NA,,NA,post,NA,Warembori,Lower Mamberamo
402,PFV,Aspect,NA,,NA,NA,NA,Warembori,Lower Mamberamo
403,DAT,Role,P;G,N_or_Pro,NA,NA,NA,Waris,Border
403,NOM,Role,S;Atr;T;Aditr;P,N_or_Pro,NA,NA,NA,Waris,Border
403,GEN,Role,NA,N_or_Pro,NA,NA,NA,Waris,Border
404,NA,,NA,,NA,post,NA,Warlpiri,Pama-Nyungan
404,ABS,,NA,NP,NA,post,spreading,Warlpiri,Pama-Nyungan
404,GEN,Role,NA,NP,NA,post,spreading,Warlpiri,Pama-Nyungan
404,DAT,,G,NP,NA,post,spreading,Warlpiri,Pama-Nyungan
404,ERG,Role,NA,NP,NA,post,spreading,Warlpiri,Pama-Nyungan
404,O-AGR,Number;Person;Role,NA,S,NA,NA,initial,Warlpiri,Pama-Nyungan
404,S/A-AGR,,NA,S,NA,post,initial,Warlpiri,Pama-Nyungan
405,<none>,,NA,,NA,NA,NA,Warndarang,Maran
405,PLURAL,Gender;Number,NA,,NA,prae,NA,Warndarang,Maran
405,Possessive prefix,Number;Person,NA,,NA,prae,NA,Warndarang,Maran
405,,Gender,NA,N_or_Pro; Art,NA,prae,NA,Warndarang,Maran
405,Genitive case,Role,NA,Pro; N,NA,NA,NA,Warndarang,Maran
405,NEG,,NA,,NA,prae,NA,Warndarang,Maran
405,NA,,NA,,NA,post,NA,Warndarang,Maran
406,PLURAL,Number,NA,N-kin; Body_part; N-anim,NA,in,NA,Washo,Washo
406,<none>,,NA,,NA,NA,NA,Washo,Washo
406,NEG,Polarity,NA,V,NA,post,NA,Washo,Washo
407,S/A-AGR,Number;Person;Role;Tense,Atr;Aditr;G;P;S;T,V,NA,post,NA,Waskia,Madang
407,LOC,Role,P;G,NP,NA,post,NA,Waskia,Madang
407,O-AGR,Number;Role,P,V,1,post,NA,Waskia,Madang
407,DAT,Role,G,Pro,NA,post,NA,Waskia,Madang
407,Possessive prefix,Number;Person,NA,N,NA,prae,NA,Waskia,Madang
407,POSS-AGR,Role;Sex,NA,,NA,prae,NA,Waskia,Madang
407,NEG,Polarity,NA,V,NA,prae,NA,Waskia,Madang
407,<none>,,NA,,NA,NA,NA,Waskia,Madang
407,LOC,Role,T;P,NP,NA,post,NA,Waskia,Madang
407,<none>,,S;Atr;Aditr;G;T;P,,NA,NA,NA,Waskia,Madang
407,Genitive case,Role;Sex,NA,Pro,NA,NA,NA,Waskia,Madang
407,ACC,Role,G;P;T,Pro,NA,NA,NA,Waskia,Madang
407,G-AGR,Number;Person;Role,NA,V,NA,NA,NA,Waskia,Madang
408,S-AGR,Role,S;Atr;Aditr,N_or_Pro,NA,post,NA,Wemba Wemba,Pama-Nyungan
408,ACC,Role,P,Pro,NA,post,NA,Wemba Wemba,Pama-Nyungan
408,ERG,Role,Atr,N,NA,post,NA,Wemba Wemba,Pama-Nyungan
408,Genitive case,Role,NA,N_or_Pro,NA,post,NA,Wemba Wemba,Pama-Nyungan
408,TENSE,Tense,NA,,NA,post,NA,Wemba Wemba,Pama-Nyungan
408,NA,Role,NA,N,NA,post,NA,Wemba Wemba,Pama-Nyungan
408,PLURAL,Number,NA,NP,NA,NA,NA,Wemba Wemba,Pama-Nyungan
408,ABS,Role,P;S;Atr,,NA,NA,NA,Wemba Wemba,Pama-Nyungan
408,PLURAL,Number,NA,,NA,post,NA,Wemba Wemba,Pama-Nyungan
408,Possessive suffix,Number;Person,NA,,NA,post,NA,Wemba Wemba,Pama-Nyungan
409,<none>,,NA,,NA,NA,NA,Wintu,Wintuan
409,ACC,Role,P,NP,NA,post,final,Wintu,Wintuan
409,NEG,Polarity,NA,V,NA,simul,NA,Wintu,Wintuan
411,NEG,Polarity,NA,,NA,prae,NA,Wishram,Chinookan
411,Possessive prefix,Gender;Number;Person,NA,,NA,prae,NA,Wishram,Chinookan
411,IMMED PST,Tense,NA,,NA,prae,NA,Wishram,Chinookan
411,PLURAL,Number,NA,,NA,prae,NA,Wishram,Chinookan
411,<none>,,NA,,NA,NA,NA,Wishram,Chinookan
412,<none>,,NA,,NA,NA,NA,Wiyot,Algic
412,<none>,,NA,,NA,NA,NA,Wiyot,Algic
412,NEG,Polarity,NA,V,NA,prae,NA,Wiyot,Algic
413,NEG,Polarity,NA,V,NA,post,NA,Xinalug,Nakh-Daghestanian
413,ERG,Role,NA,N,NA,post,final,Xinalug,Nakh-Daghestanian
414,S/A-AGR,Number;Person;Referential;Role,NA,V,NA,prae,NA,Yagua,Yaguan
